SLIC,Facility Latitude,Facility Longitude
6654,39.1928,-96.5552
6658,39.1928,-96.5552
665AC,19.675,-50.85
666,39.0581,-95.666
6668,39.0581,-95.666
6669,39.0581,-95.666
667,37.3242,-95.2674
6671,37.4105,-94.7005
6678,37.3242,-95.2674
667AM,39.35,-101.7
6681,38.4051,-96.2229
6688,37.4105,-94.7005
6689,37.3242,-95.2674
6697,38.9888,-95.2319
66BN,41.6929,-87.6005
66EO,38.9367,-94.7518
66JCP,0,0
66P1,38.9367,-94.7518
66P2,38.9367,-94.7518
66ZB,38.9367,-94.7518
6708,38.0697,-97.8855
6711,37.6412,-97.3892
6719,37.6582,-97.4305
672,37.6412,-97.3892
6724,37.6412,-97.3892
6727,37.6412,-97.3892
6728,37.6412,-97.3892
6729,37.6412,-97.3892
6739,38.0697,-97.8855
674,38.8489,-97.6389
6747,38.8489,-97.6389
6748,38.8489,-97.6389
6749,38.8489,-97.6389
675,38.3603,-98.7696
6751,38.0697,-97.8855
6758,38.3603,-98.7696
6759,38.8489,-97.6389
676,38.8711,-99.3134
6768,38.8711,-99.3134
6769,38.8711,-99.3134
677,39.3844,-101.0379
6772,39.3844,-101.0379
6779,39.3844,-101.0379
6781,37.9911,-100.8796
6789,37.9911,-100.8796
6799,38.3603,-98.7696
6806,41.2054,-95.952
6808,36.58685556,-85.37074444
6811,41.2054,-95.952
6814,41.2054,-95.952
6816,41.2054,-95.952
6818,41.2054,-95.952
6819,41.2054,-95.952
681OT,41.2054,-95.952
6827,41.2054,-95.952
6828,41.2054,-95.952
6829,42.4506,-98.6133
683,40.2892,-96.7561
6838,40.77181667,-98.558
6839,40.2892,-96.7561
683OS,41.1769,-96.1545
6842,40.3944,-95.8321
6847,41.2054,-95.952
6848,41.2054,-95.952
6849,40.931,-98.3207
6853,40.8439,-96.6727
6858,40.8439,-96.6727
6859,40.8439,-96.6727
685DM,0,0
685DV,0,0
685LN,0,0
685LX,0,0
685ON,0,0
685OT,0,0
685SF,0,0
685SM,0,0
686,41.4282,-97.3504
6868,41.4282,-97.3504
6869,40.6851,-99.0792
687,41.9851,-97.4267
6871,42.4506,-98.6133
6872,42.505,-96.3807
6873,41.9851,-97.4267
6874,41.4013,-99.6408
6878,41.9851,-97.4267
6879,41.3061,-95.9054
6881,40.6851,-99.0792
6882,41.4013,-99.6408
6885,41.4013,-99.6408
6888,40.6851,-99.0792
6889,41.41636,-97.45684
6898,40.5735,-98.4036
6899,41.1477,-102.9772
68UP,41.2054,-95.952
6908,42.4506,-98.6133
6909,40.5735,-98.4036
691,41.1261,-100.739
6911,41.1477,-102.9772
6918,41.1477,-102.9772
6919,41.1261,-100.739
691CS,0,0
692,43.3746,-99.8577
6929,42.868,-100.5647
693,42.0988,-102.8811
6931,41.8574,-103.6626
6939,41.4282,-97.3504
693AL,42.0988,-102.8811
693SC,41.8574,-103.6626
6949,40.2124,-100.6464
6959,41.1261,-100.739
69AI,42.0988,-102.8811
69VT,42.868,-100.5647
6S2,44.81105,-123.40785
7008,29.9698,-90.1771
7009,29.9863,-90.2718
7011,29.9196,-90.2077
7013,29.9196,-90.2077
7015,29.9196,-90.2077
7016,29.9196,-90.2077
7018,29.9196,-90.2077
7019,29.9196,-90.2077
7022,29.9196,-90.2077
7028,30.4063,-90.0858
7031,30.2193,-90.9292
7038,32.1363,-93.15355
7045,30.5009,-90.4826
7048,30.05831667,-90.22801667
7049,29.95305,-90.16166667
7051,30.4401,-92.0706
7052,29.9844,-91.7732
7058,30.1697,-91.9831
7059,5.03495,-15.33253333
705ST,30.1697,-91.9831
706,30.2351,-93.1836
7068,29.9844,-91.7732
7069,30.2351,-93.1836
7079,30.2351,-93.1836
7081,30.4446,-91.2127
7084,30.4446,-91.2127
7088,30.4446,-91.2127
7089,30.45895,-91.20416667
7098,30.5307,-91.1615
70NR,29.9196,-90.2077
7109,21.63826667,-62.5486
7118,32.4823,-93.7671
7119,32.4823,-93.7671
712,32.5028,-92.0859
7122,32.4638,-91.5001
7123,32.5304,-92.6346
7128,32.5258,-92.54315
7129,32.5028,-92.0859
7131,31.5214,-91.3991
7138,31.2646,-92.4518
7139,31.2646,-92.4518
714,15.88835,-46.54305
7148,32.5028,-92.0859
7149,15.88835,-46.54305
716,34.2256,-92.0229
7161,33.5289,-91.4201
7169,32.5304,-92.6346
717,33.1349,-92.4911
7171,33.5861,-92.8299
7179,33.1349,-92.4911
7187,33.4779,-94.01
7189,33.4779,-94.01
7191,34.3797,-92.8277
7192,34.5189,-93.1256
7198,30.5009,-90.4826
71NS,32.3305,-88.7369
71UP,32.4823,-93.7671
72,35.0898,-92.4113
7208,35.0898,-92.4113
7209,34.718,-92.2249
722,34.2276,-91.9887
7222,34.2276,-91.9887
7223,35.891,-89.9237
7225,34.54256,-91.5003
7226,34.2276,-91.9887
7228,34.2276,-91.9887
7229,34.2276,-91.9887
723,35.015,-90.7677
7231,35.891,-89.9237
7236,35.0677,-90.0035
7238,35.20491667,-89.9902
724,35.8081,-90.6421
7241,36.2109,-90.9586
7245,34.2276,-91.9887
7248,34.73376667,-92.71168333
725,35.728,-91.6375
726,36.2487,-93.144
7263,36.3369,-92.3889
7264,36.2487,-93.144
7268,33.9822,-91.70741667
727,28.93368,-75.30048
7275,24.1114,-62.7504
7278,28.93368,-75.30048
7279,28.93368,-75.30048
7292,35.332,-94.4041
7298,35.332,-94.4041
7299,35.332,-94.4041
72SI,28.93368,-75.30048
72XA,28.93368,-75.30048
7304,35.456,-97.5834
7309,35.3974,-97.5948
7311,35.456,-97.5834
7314,35.456,-97.5834
7315,35.456,-97.5834
7316,35.456,-97.5834
7318,35.456,-97.5834
7319,35.456,-97.5834
731AM,17.735,-47.76
731SS,35.456,-97.5834
7327,34.2276,-91.9887
7328,35.456,-97.5834
7338,35.456,-97.5834
734,34.173,-97.295
7343,34.173,-97.295
7348,34.173,-97.295
7349,34.173,-97.295
735,34.5799,-98.3975
7351,34.6377,-99.3133
7352,34.6377,-99.3133
7355,34.6377,-99.3133
7358,34.5799,-98.3975
7359,34.5799,-98.3975
735AC,17.735,-47.76
7365,35.5219,-98.9726
7368,35.5219,-98.9726
7369,36.4052,-97.8789
737,36.4052,-97.8789
7379,36.4335,-99.4373
7388,36.4052,-97.8789
7399,36.6895,-101.4732
73J,32.4188,-80.7377
7401,36.1121,-97.0526
7402,25.77042857,-68.461
7404,36.0786,-95.8454
7409,36.1893,-95.8875
741,36.0786,-95.8454
7411,36.0786,-95.8454
7412,36.0786,-95.8454
7414,36.0786,-95.8454
7417,36.0786,-95.8454
7418,36.0786,-95.8454
7419,36.0786,-95.8454
7429,36.1121,-97.0526
743,36.6559,-95.1306
7432,36.1121,-97.0526
7434,36.6559,-95.1306
745,34.9421,-95.7643
7457,35.7702,-95.371
7458,34.9421,-95.7643
7459,34.9421,-95.7643
7462,36.7242,-97.095
7468,36.7242,-97.095
747,34.0095,-95.4969
7472,27.2076,-76.39752
7478,27.2076,-76.39752
7479,27.2076,-76.39752
7488,35.3446,-96.9148
7492,35.4471,-94.7998
7498,35.4471,-94.7998
7501,32.9895,-97.3475
7502,33.6878,-96.5782
7503,32.9257,-97.033
7504,32.9895,-97.3475
7505,32.9257,-97.033
7506,32.9257,-97.033
7507,32.7921,-96.6635
7508,32.7921,-96.6635
750AM,0,0
750HF,22.11333333,-63.40666667
750MS,33.17,-95.11
750R,13.268,-38.044
7511,26.23368,-77.3308
7512,32.7921,-96.6635
7515,32.9968,-96.8882
7518,32.7921,-96.6635
7519,32.7921,-96.6635
751AM,0,0
751FD,0,0
751JC,33.17,-95.11
751KO,33.17,-95.11
751WS,0,0
7521,32.9895,-97.3475
7522,32.9895,-97.3475
7523,32.9895,-97.3475
7524,32.9895,-97.3475
7525,32.7921,-96.6635
7526,32.9895,-97.3475
7527,32.9895,-97.3475
7528,32.9895,-97.3475
7529,32.9895,-97.3475
752AM,33.17,-95.11
752FD,0,0
7534,0,0
7535,0,0
7538,32.9895,-97.3475
7539,32.9257,-97.033
753TX,0,0
7545,33.6878,-96.5782
7546,33.1182,-95.6128
7547,32.7921,-96.6635
7548,32.7921,-96.6635
7549,32.9895,-97.3475
755,33.4779,-94.01
7552,0,0
7553,32.7921,-96.6635
7556,33.17,-95.11
7558,21.95213333,-64.8538
7559,32.7921,-96.6635
7561,0,0
7562,32.9257,-97.033
7563,32.7921,-96.6635
7564,32.9895,-97.3475
7565,11.05666667,-31.70333333
7567,32.4982,-94.7232
7568,19.7937,-58.4085
7569,32.4982,-94.7232
756AM,0,0
757,32.3404,-95.3262
7571,32.3404,-95.3262
7578,32.3404,-95.3262
7579,32.3404,-95.3262
757AM,0,0
7581,31.7401,-95.6553
7585,32.7804,-97.3307
7588,31.7401,-95.6553
758AC,16.585,-47.555
758AM,0,0
7591,32.7921,-96.6635
7594,32.9257,-97.033
7595,0,0
7596,0,0
7597,32.994,-96.9319
7598,31.295,-94.7283
7599,0,0
759AC,16.585,-47.555
759CP,0,0
759DA,0,0
759GR,0,0
759TX,0,0
75BN,32.7921,-96.6635
75COV,32.7921,-96.6635
75FG,32.9895,-97.3475
75HPE,33.17,-95.11
75KC,32.7921,-96.6635
75KCW,32.7921,-96.6635
76,32.7443,-97.0803
7601,32.433,-97.8195
7605,32.93624,-96.44242
7606,32.9895,-97.3475
7608,32.433,-97.8195
7609,32.9257,-97.033
760BA,0,0
7611,32.7804,-97.3307
7612,32.7804,-97.3307
7618,32.7804,-97.3307
7619,32.7804,-97.3307
761A,0,0
761AM,0,0
761AZ,0,0
761WM,33.17,-95.11
7621,0,0
7623,33.17,-95.11
7624,32.7804,-97.3307
7625,33.2015,-97.1129
7626,16.3902,-48.66535
7628,33.2015,-97.1129
7629,33.9093,-98.4956
7631,34.16,-99.2998
7632,34.16,-99.2998
7635,34.16,-99.2998
7636,32.7921,-96.6635
7638,33.9093,-98.4956
7639,33.9093,-98.4956
7644,32.9257,-97.033
7645,32.974,-97.2501
7646,32.9257,-97.033
7648,32.9257,-97.033
7649,32.9257,-97.033
764BX,33.17,-95.11
764GA,0,0
764HS,32.9303,-97.1083
764TD,32.9257,-97.033
765,32.7921,-96.6635
7652,31.0575,-97.4582
7654,32.9257,-97.033
7655,32.7443,-97.0803
7656,0,0
7656Z,0,0
7657,0,0
7657Z,0,0
7658,31.0575,-97.4582
7667,32.7804,-97.3307
7669,30.2174,-97.6684
7673,31.5511,-97.1364
7675,33.2015,-97.1129
7678,31.5511,-97.1364
7679,31.5511,-97.1364
767AM,0,0
7687,33.17,-95.11
7687N,33.17,-95.11
7687T,33.17,-95.11
7688,31.6805,-98.9789
7689,4.5965,-16.58643333
769,31.5168,-100.3591
7696,5.5158,-19.90372
7698,31.5168,-100.3591
76AP,32.7921,-96.6635
76BN,32.7804,-97.3307
76STN,0,0
76STR,0,0
76TY,32.9895,-97.3475
76UP,32.7804,-97.3307
76VE,32.7921,-96.6635
7702,29.6759,-95.3211
7703,24.68283333,-79.62975
7704,29.6194,-95.5557
7705,29.6395,-95.2895
7706,29.6194,-95.5557
7707,29.6395,-95.2895
7708,29.6395,-95.2895
7709,29.6395,-95.2895
770CC,14.8097,-47.77785
7711,29.6395,-95.2895
7712,29.6395,-95.2895
7713,31.295,-94.7283
7717,29.6395,-95.2895
7718,29.6395,-95.2895
7719,0,0
7723,29.6759,-95.3211
7724,4.959883333,-15.89425
7725,29.6759,-95.3211
7729,30.0037,-95.309
772AM,33.17,-95.11
773,30.3545,-95.4268
7732,29.6395,-95.2895
7734,29.6395,-95.2895
7737,14.81975,-47.64475
7738,0,0
773AM,33.17,-95.11
7741,29.6194,-95.5557
7743,29.6194,-95.5557
7744,29.6194,-95.5557
7745,29.6194,-95.5557
7746,29.6328,-95.37823333
7748,29.6194,-95.5557
7749,29.6194,-95.5557
775,29.3585,-94.9471
7751,29.6759,-95.3211
7752,29.8064,-94.9745
7753,29.1504,-95.4299
7756,29.6005,-95.1687
7757,14.83795,-47.66055
7758,0,0
7759,29.6759,-95.3211
775DA,29.6759,-95.3211
775TW,29.6759,-95.3211
7763,0,0
7765,0,0
7768,29.66517143,-95.31728571
7769,30.6793,-96.3495
776TX,0,0
7772,29.1504,-95.4299
7778,30.0557,-94.1311
7779,30.0557,-94.1311
7788,30.27794,-95.93814
7789,29.6194,-95.5557
7798,28.7692,-96.9791
7799,28.7692,-96.9791
77D,43.7204,-85.4639
77FL,29.6395,-95.2895
78,5.5158,-19.90372
7801,30.0217,-99.1151
7803,5.5158,-19.90372
7805,28.9444,-98.4839
7808,5.5158,-19.90372
7809,27.5329,-99.4659
780CT,42.5253,-83.0891
7811,28.8914,-97.8931
7816,30.0217,-99.1151
7818,29.4851,-98.3637
7819,31.0575,-97.4582
781A,0,0
781AZ,0,0
7821,29.505,-98.6326
7823,29.4851,-98.3637
7824,29.4851,-98.3637
7826,29.4851,-98.3637
7828,29.4851,-98.3637
7829,29.4851,-98.3637
7831,29.4851,-98.3637
7837,16.585,-47.555
7839,31.6805,-98.9789
7841,29.4851,-98.3637
7843,29.698225,-98.18795
7846,26.2198,-98.2106
7847,26.1741,-97.6789
7848,26.2198,-98.2106
7849,27.7909,-97.4532
785,26.1741,-97.6789
7851,26.2198,-98.2106
7852,25.9085,-97.4438
7853,26.2198,-98.2106
7854,26.1914,-97.6912
7855,25.9085,-97.4438
7856,28.99988,-96.97036
7857,25.9085,-97.4438
7858,25.9085,-97.4438
7859,26.1914,-97.6912
7864N,16.585,-47.555
7864T,16.585,-47.555
7866,31.55148571,-96.56754286
7868,29.8718,-97.9366
7869,29.8718,-97.9366
786AM,0,0
7871,8.2925,-23.7775
7872,30.3376,-97.6607
7874,31.39975,-96.7041875
7875,30.3376,-97.6607
7876,26.89945,-85.134275
7878,30.3376,-97.6607
7879,30.3376,-97.6607
787SO,30.3376,-97.6607
7882,28.7058,-100.5057
7883,28.7058,-100.5057
7884,29.2117,-99.7917
7885,29.2117,-99.7917
7887,28.7058,-100.5057
7889,29.3614,-100.8864
7899,31.5168,-100.3591
78D,43.5891,-83.1816
7901,34.1082,-101.7774
7903,35.533,-100.9844
7907,34.1082,-101.7774
7908,35.533,-100.9844
7909,26.2198,-98.2106
7914,35.2027,-101.8396
7918,35.2027,-101.8396
7919,23.62744,-78.78608
7921,31.8155,-106.3929
7929,27.7909,-97.4532
7939,35.2027,-101.8396
7944,31.7401,-95.6553
7948,33.5542,-101.831
7959,33.47736,-100.4868
796,32.4575,-99.8189
7968,32.4575,-99.8189
7969,32.4575,-99.8189
797,31.9613,-102.1345
7976,31.8609,-102.3381
7977,31.9613,-102.1345
7978,31.8155,-106.3929
7979,31.9613,-102.1345
7984,31.8155,-106.3929
7986,31.8155,-106.3929
7989,15.1804,-51.8253
7991,31.7964,-106.3921
7993,15.1804,-51.8253
7994,35.2027,-101.8396
7995,31.8155,-106.3929
7996,31.8155,-106.3929
7997,31.8155,-106.3929
7998,31.8155,-106.3929
7999,31.8155,-106.3929
79HPE,33.17,-95.11
79NS,32.4823,-93.7671
79RR,31.8155,-106.3929
8001,39.7878,-104.9199
8003,39.7878,-104.9199
8007,39.784075,-104.93125
8012,39.566,-104.8585
8013,39.566,-104.8585
8016,39.7878,-104.9199
8017,39.7878,-104.9199
8018,39.566,-104.8585
8019,39.784075,-104.93125
8022,39.7878,-104.9199
8024,39.7878,-104.9199
8025,39.7878,-104.9199
8028,39.7878,-104.9199
8029,39.7878,-104.9199
802AM,0,0
802GC,0,0
803,40.022,-105.2466
8038,40.022,-105.2466
8039,39.8328,-104.6833
803AM,0,0
8043,40.4936,-106.9496
8045,39.7878,-104.9199
8046,40.4936,-106.9496
8047,39.7878,-104.9199
8051,39.7878,-104.9199
8052,39.7878,-104.9199
8053,40.4647,-105.0813
8056,40.4647,-105.0813
8057,40.1625,-105.0803
8058,40.1625,-105.0803
805AC,0,0
8063,40.4327,-104.6871
807,40.6251,-103.1988
8079,32.7065,-103.132
8091,38.8647,-104.6832
8094,38.8647,-104.6832
8095,38.8647,-104.6832
8098,38.8647,-104.6832
8099,38.4789,-107.8777
80CP,38.8647,-104.6832
80PR,38.8647,-104.6832
8101,38.0446,-103.512
8102,38.2173,-104.6462
8104,39.7878,-104.9199
8105,38.0869,-102.6196
8106,39.7878,-104.9199
8108,39.7878,-104.9199
8109,37.191,-104.495
811,37.4533,-105.8656
8113,38.4399,-105.2261
8116,39.7878,-104.9199
8118,0,0
8119,37.4533,-105.8656
8121,16.51752857,-45.83108571
8124,19.27045,-53.4696
8137,0,0
8139,37.2389,-107.8747
8149,40.258525,-107.0439
815,39.1197,-108.6548
8156,39.566,-104.8585
8157,39.566,-104.8585
8159,39.1197,-108.6548
816,39.5533,-107.3268
8161,39.5533,-107.3268
8162,40.5112,-107.5425
8163,39.5533,-107.3268
8164,40.022,-105.2466
8165,40.4647,-105.0813
8166,39.1197,-108.6548
8168,39.6313,-106.0766
8169,37.7149,-122.2145
8171,38.2173,-104.6462
8173,38.2173,-104.6462
8174,38.8647,-104.6832
8176,38.8647,-104.6832
8179,39.5533,-107.3268
8181,38.8647,-104.6832
8184,39.566,-104.8585
8185,39.7878,-104.9199
8186,40.1625,-105.0803
8189,40.4936,-106.9496
8191,39.7878,-104.9199
8193,40.4647,-105.0813
8194,41.1271,-104.8398
8196,42.8698,-106.3477
8199,38.2173,-104.6462
81J,30.4867,-87.2918
82,41.1271,-104.8398
8201,41.3124,-105.5945
8202,41.3124,-105.5945
8208,41.1271,-104.8398
821,45.7072,-111.0634
8217,41.1271,-104.8398
8219,41.1271,-104.8398
8221,41.1271,-104.8398
8229,43.0336,-108.4009
823,41.7986,-107.2163
8239,41.7986,-107.2163
824,44.5298,-109.0422
8244,44.5298,-109.0422
8247,42.8698,-106.3477
8248,39.1197,-108.6548
8249,44.5298,-109.0422
825,43.0336,-108.4009
8259,43.0336,-108.4009
8262,42.8698,-106.3477
8269,42.8698,-106.3477
827,44.2565,-105.5465
8271,44.4126,-103.5153
8273,44.2565,-105.5465
8274,39.32715,-106.4987
8285,41.1271,-104.8398
8289,44.7761,-106.966
8292,41.2671,-110.9919
8293,41.2671,-110.9919
8299,41.5757,-109.2512
8309,43.4585,-110.7981
832,42.8834,-112.4674
8321,42.6568,-111.5949
8322,42.8834,-112.4674
8324,42.8834,-112.4674
8326,41.7652,-111.8848
8327,43.79556667,-111.8139333
8329,43.566,-116.2452
8331,42.55,-113.7571
8332,43.516,-114.314
8333,43.516,-114.314
8334,42.5905,-114.4575
8335,42.5905,-114.4575
8336,42.5905,-114.4575
8339,42.5905,-114.4575
834,43.4924,-112.0496
8342,45.1764,-113.8974
8343,43.4924,-112.0496
8344,45.1764,-113.8974
8346,43.8562,-111.7668
8347,43.8562,-111.7668
8348,43.4924,-112.0496
8349,43.4924,-112.0496
835,46.4217,-117.0034
8351,45.9331,-116.1278
8352,45.9331,-116.1278
8353,48.5389,-117.9083
8358,43.8562,-111.7668
8359,46.4217,-117.0034
836,43.137,-115.6849
8361,44.8978,-116.1005
8362,44.078,-116.9382
8363,43.6008,-116.5464
8366,44.8978,-116.1005
8367,0,0
836NA,43.6008,-116.5464
836SC,0,0
837,43.6314,-116.2508
8372,43.6314,-116.2508
8375,43.6008,-116.5464
8376,43.566,-116.2452
8377,43.566,-116.2452
8378,43.6314,-116.2508
8379,43.6314,-116.2508
837NI,43.6314,-116.2508
8381,46.7345,-117.1777
8382,47.7045,-116.808
8383,48.289,-116.56
8384,47.6659,-117.3121
8385,48.289,-116.56
8388,0,0
8398,47.7045,-116.808
83HAM,42.55,-113.7571
83HOM,21.29525,-57.22875
8401,40.4539,-109.5063
8403,40.4539,-109.5063
8407,40.8662,-115.7267
840CB,0,0
840ST,20.35725,-55.9726
841,30.535875,-83.9589
8411,34.89085,-94.8214
8413,40.7145,-111.9452
8415,30.535875,-83.9589
8416,40.7145,-111.9452
8418,40.7145,-111.9452
8419,40.7145,-111.9452
841AM,0,0
8421,0,0
8424,40.7145,-111.9452
8428,40.7145,-111.9452
8429,40.7764,-111.864
843,41.7652,-111.8848
8434,41.7652,-111.8848
8443,38.2784,-112.6292
8445,41.0403,-112.73692
8448,41.1878,-112.0039
844WY,0,0
845,39.5656,-110.816
8451,38.5572,-109.5384
8452,39.5656,-110.816
8453,39.5656,-110.816
8454,38.5572,-109.5384
8455,39.5656,-110.816
8456,39.5656,-110.816
8457,39.5656,-110.816
8459,43.6008,-116.5464
846,40.2954,-111.731
8461,39.1022,-112.2691
8462,38.9595,-111.8597
8464,40.50495,-111.8381
8465,41.6766,-113.4789333
8466,40.2954,-111.731
8467,40.5185,-111.799225
8468,40.2954,-111.731
846JC,0,0
847,37.6937,-113.0622
8471,38.9595,-111.8597
8472,37.1192,-113.5551
8473,37.6937,-113.0622
8474,37.1192,-113.5551
8476,37.1192,-113.5551
8477,38.9595,-111.8597
8478,37.1192,-113.5551
8484,37.4639,-113.25936
8488,48.289,-116.56
84MB,38.5572,-109.5384
85,33.483,-112.1255
8501,33.483,-112.1255
8502,33.483,-112.1255
8504,33.483,-112.1255
8505,33.483,-112.1255
8508,33.483,-112.1255
8509,33.483,-112.1255
850AM,0,0
850AZ,0,0
850CB,16.7415,-56.06275
850FR,0,0
850GP,0,0
8514,33.483,-112.1255
8515,33.483,-112.1255
8519,33.424,-112.0213
8521,33.3838,-111.7473
8522,33.4129,-111.9001
8523,32.894,-111.7611
8524,33.40364,-111.82294
8525,33.4129,-111.9001
8526,33.4129,-111.9001
8527,33.32316,-112.61844
8528,33.4129,-111.9001
8529,33.4129,-111.9001
852SF,0,0
852TG,33.4129,-111.9001
8531,33.4692,-112.193675
8532,33.6113,-114.6099
8533,33.483,-112.1255
8534,13.38584,-44.88656
8535,11.15486667,-37.40546667
8538,33.483,-112.1255
8539,34.586,-112.2962
8541,21.82006667,-78.12726667
8546,0,0
8549,32.8313,-109.7139
8551,32.8313,-109.7139
8552,34.231,-111.3338
8555,33.3917,-110.7647
8556Z,0,0
8557Z,0,0
8559,31.35164,-110.95042
8563,31.3582,-110.9521
8565,31.3582,-110.9521
8566,31.3582,-110.9521
8567,0,0
8568,31.39746,-110.8048
8569,6.43994,-22.19156
8571,32.1997,-110.9578
8572,32.1997,-110.9578
8578,32.1997,-110.9578
8579,32.1997,-110.9578
8582,0,0
8586,0,0
8588,0,0
8589,31.5545,-110.2156
858AC,0,0
859,34.2504,-110.0307
8597Z,0,0
8598Z,0,0
8599,34.2504,-110.0307
85ID,33.4129,-111.9001
85TS,32.1997,-110.9578
85UP,32.1997,-110.9578
85WA,33.483,-112.1255
8601,34.9237,-110.1456
8602,36.9077,-111.466
8603,36.9077,-111.466
8604,37.550075,-113.185425
8608,35.1969,-111.6184
8609,35.1969,-111.6184
8618,33.483,-112.1255
8619,35.2616,-113.9549
8621,36.7324,-108.2418
8629,32.6838,-114.5902
8631,34.5702,-111.8543
8639,34.9237,-110.1456
864,35.2616,-113.9549
8641,34.4962,-114.3527
8643,36.1785,-115.1607
8644,35.1064,-114.6148
8647,35.2616,-113.9549
8649,34.4962,-114.3527
8683,31.3582,-110.9521
86PA,33.483,-112.1255
8701,36.0142,-106.9647
8707,35.1239,-106.6174
8708,35.1024,-106.6581
8709,35.6336,-106.0242
8711,35.1024,-106.6581
8715,36.7324,-108.2418
8717,35.1239,-106.6174
8718,35.1239,-106.6174
8719,35.1239,-106.6174
8729,35.0293,-106.629
873,35.5248,-108.6976
8731,35.1583,-107.8727
8739,35.5248,-108.6976
874,36.7324,-108.2418
8749,34.3901,-103.1526
8751,36.0106,-106.0885
8755,36.0106,-106.0885
8759,32.3068,-106.8044
8769,35.172,-103.7207
877,36.3611,-104.594
8771,35.5983,-105.2253
8774,35.5983,-105.2253
8779,36.3611,-104.594
8788,33.8425,-106.7401
8789,32.4376,-104.2541
87BN,35.1239,-106.6174
8801,32.7775,-108.2739
8802,32.2697,-107.7611
8805,32.7775,-108.2739
8806,32.2697,-107.7611
8808,32.3068,-106.8044
8809,32.3068,-106.8044
8819,36.3611,-104.594
882,33.3867,-104.5056
8821,32.4376,-104.2541
8822,32.7065,-103.132
8828,33.3867,-104.5056
8829,33.3867,-104.5056
8831,32.94,-105.9661
8832,33.483,-112.1255
8849,36.1785,-115.1607
8885,42.4376,-123.2882
88911,36.0606,-115.1574
8897,45.5714,-122.7174
88BN,34.3901,-103.1526
8901,25.77441429,-82.25575714
8902,36.0606,-115.1574
8903,36.5747,-121.8102
8904,36.0606,-115.1574
8906,35.1064,-114.6148
8908,36.0606,-115.1574
8909,36.0606,-115.1574
890AK,0,0
890AR,36.0606,-115.1574
891,36.0606,-115.1574
8911,36.1785,-115.1607
8913,0,0
8914,36.1392,-115.1596
8915,36.1785,-115.1607
8916,36.1785,-115.1607
8917,7.21666,-23.03066
8918,36.1785,-115.1607
8919,36.1785,-115.1607
8923,36.1785,-115.1607
8925,36.0606,-115.1574
8928,39.5338,-119.7038
8929,39.2532,-114.8744
893,39.2532,-114.8744
8934,39.5328,-119.7573
8935,36.1785,-115.1607
8938,36.15885,-115.16015
8939,45.3255,-118.0803
893AM,0,0
894,40.9605,-117.7466
8941,39.4893,-118.8542
8942,38.9062,-120.0112
8944,40.9605,-117.7466
8947,39.5328,-119.7573
8948,39.5328,-119.7573
8949,40.9605,-117.7466
894EB,0,0
894HS,0,0
894Z,0,0
8951,39.4893,-118.8542
8958,39.5328,-119.7573
8959,39.5328,-119.7573
895AC,0,0
895AM,0,0
895AR,0,0
895AZ,0,0
895HC,0,0
895JC,0,0
895MS,0,0
895SM,0,0
895TM,0,0
8969,38.5374,-117.0697
896AM,0,0
897,39.5328,-119.7573
8971,39.5328,-119.7573
8978,39.5328,-119.7573
8979,39.5103,-119.7777
897AM,0,0
8982,42.5905,-114.4575
8988,40.8662,-115.7267
8992,36.9846,-122.0348
8999,40.8662,-115.7267
89CT,39.5328,-119.7573
89PP,0,0
89UP,36.1785,-115.1607
8BNG,35.5248,-108.6976
8BNW,33.483,-112.1255
8SLA,33.483,-112.1255
9002,34.0667,-118.2211
9003,34.0526,-118.4314
9004,34.0469,-118.2691
9005,34.0469,-118.2691
9006,34.0667,-118.2211
9007,34.0667,-118.2211
9008,34.0469,-118.2691
9009,34.0469,-118.2691
901,34.0667,-118.2211
9012,34.0667,-118.2211
9013,34.0667,-118.2211
9014,0,0
9016,22.71113333,-78.81406667
9018,22.71113333,-78.81406667
9019,34.0667,-118.2211
901CP,34.0667,-118.2211
9021,34.0469,-118.2691
9022,33.8757,-118.3091
9023,33.8757,-118.3091
9024,33.8823,-118.0516
9027,33.8823,-118.0516
9029,34.0101,-118.2052
902CP,0,0
902LC,39.52,-122.19
902TB,0,0
903,34.0469,-118.2691
9039,34.0667,-118.2211
904,34.0469,-118.2691
9041,33.8823,-118.0516
9043,34.0469,-118.2691
905,33.8757,-118.3091
905AC,19.76,-61.095
906,34.0648,-117.9845
9061,33.8823,-118.0516
9062,35.291725,-119.0862
9063,35.88446667,-119.5440667
9064,35.376875,-119.2761
9068,33.8823,-118.0516
9069,33.8823,-118.0516
906GG,0,0
906JC,39.52,-122.19
906MC,0,0
906TI,39.52,-122.19
907,33.8823,-118.0516
9072,16.9719,-59.19135
9075,33.8757,-118.3091
9076,34.0648,-117.9845
9079,33.8129,-118.1406
907AM,0,0
908,33.8757,-118.3091
9081,33.8823,-118.0516
9082,33.8757,-118.3091
9086,33.9903,-117.3419
9088,33.8757,-118.3091
9089,33.8757,-118.3091
908DD,0,0
908NH,0,0
908SP,33.8757,-118.3091
908TD,0,0
908Z,39.52,-122.19
909,34.0484,-117.5861
9092,0,0
9093,34.0101,-118.2052
9094,33.814,-117.8935
9097,34.0101,-118.2052
9098,33.814,-117.8935
9099,16.9719,-59.19135
90LMC,39.52,-122.19
90LR,34.0101,-118.2052
