OCC,OSLIC,OAbbreviation,OSort,OSLC Type,DCC,DSLIC,DAbbreviation,DSort,DSLIC Type,Volume
CC,SLIC,Abbrev,Sort,Type,CC,SLIC,Abbrev,Sort,Type,Volume
US,2929,COLSC,N,HUB,US,3228,RCHFL,D,HUB,5271
US,2929,COLSC,N,HUB,US,0169,WORMA,D,HUB,1335
US,2929,COLSC,N,HUB,US,1919,OREPA,T,HUB,2792
US,2929,COLSC,N,HUB,US,0759,SADNJ,N,HUB,1888
US,2929,COLSC,N,HUB,US,0799,PARNJ,N,HUB,626
US,2929,COLSC,T,HUB,US,2749,GRENC,N,HUB,4114
US,2929,COLSC,T,HUB,US,6059,CCHIL,N,HUB,2178
US,2929,COLSC,N,HUB,US,1569,NEWPA,N,HUB,1870
US,2929,COLSC,N,HUB,US,2329,RICVA,D,HUB,1867
US,2929,COLSC,N,HUB,US,4329,COLOH,T,HUB,1807
US,2929,COLSC,N,HUB,US,4059,LEXKY,D,HUB,5319
US,2929,COLSC,T,HUB,US,2919,CAHSC,N,HUB,2089
US,2929,COLSC,T,HUB,US,2829,CHANC,P,HUB,241
US,2929,COLSC,T,HUB,US,2929,COLSC,P,HUB,828
US,2929,COLSC,T,HUB,US,2939,SPART,P,HUB,386
US,2929,COLSC,T,HUB,US,2950,FLOSC,P,CTR,279
US,2929,COLSC,T,HUB,US,2960,GRNSC,P,CTR,357
US,2929,COLSC,T,HUB,US,2970,ROCSC,P,CTR,169
US,2929,COLSC,T,HUB,US,3039,ATLGA,S,HUB,633
US,2929,COLSC,N,HUB,US,3009,PLEGA,D,HUB,3994
US,2929,COLSC,N,HUB,US,3309,HIAFL,N,HUB,690
US,2929,COLSC,N,HUB,US,3799,KNOTN,D,HUB,3686
US,2929,COLSC,N,HUB,US,3929,JACMS,T,HUB,3464
US,2929,COLSC,N,HUB,US,4369,TOLOH,T,HUB,1976
US,2929,COLSC,N,HUB,US,4629,I81IN,T,HUB,2361
US,2929,COLSC,N,HUB,US,6309,EARMO,N,HUB,3070
US,2929,COLSC,N,HUB,US,7529,DALTX,D,HUB,3468
US,2929,COLSC,N,HUB,US,7709,HOUTX,D,HUB,1235
US,2929,COLSC,T,HUB,US,9029,GVICA,D,HUB,1972
US,2930,2930,CTR,US,2939,SPART,T,HUB,71480,
US,2939,SPART,T,HUB,US,3229,JACFL,D,HUB,6308
US,2939,SPART,T,HUB,US,0169,WORMA,T,HUB,1606
US,2939,SPART,T,HUB,US,0709,MEANJ,T,HUB,6465
US,2939,SPART,T,HUB,US,2749,GRENC,N,HUB,8745
US,2939,SPART,T,HUB,US,2079,BURMD,T,HUB,3968
US,2939,SPART,T,HUB,US,6059,CCHIL,T,HUB,8843
US,2939,SPART,T,HUB,US,1569,NEWPA,T,HUB,3818
US,2939,SPART,T,HUB,US,2329,RICVA,D,HUB,1918
US,2939,SPART,T,HUB,US,3799,KNOTN,N,HUB,7426
US,2939,SPART,T,HUB,US,4059,LEXKY,D,HUB,2225
US,2939,SPART,T,HUB,US,2919,CAHSC,N,HUB,3774
US,2939,SPART,T,HUB,US,2939,SPART,P,HUB,3417
US,2939,SPART,T,HUB,US,2960,GRNSC,P,CTR,1191
US,2939,SPART,T,HUB,US,3039,ATLGA,S,HUB,2787
US,2939,SPART,T,HUB,US,3033,SMAGA,N,HUB,5944
US,2939,SPART,T,HUB,US,3929,JACMS,T,HUB,3357
US,2939,SPART,T,HUB,US,4369,TOLOH,T,HUB,2909
US,2939,SPART,T,HUB,US,4629,I81IN,T,HUB,1936
US,2939,SPART,T,HUB,US,4009,SDFAS,D,HUB,250
US,2939,SPART,T,HUB,US,6309,EARMO,N,HUB,1661
US,2939,SPART,T,HUB,US,8029,DENCO,T,HUB,1999
US,2939,SPART,T,HUB,US,7529,DALTX,D,HUB,2383
US,2939,SPART,T,HUB,US,7709,HOUTX,T,HUB,1355
US,8029,DENCO,N,HUB,US,8509,PHOAZ,P,HUB,3633
US,2939,SPART,T,HUB,US,9029,GVICA,N,HUB,2228
US,2938,2938,CPU,US,2919,CAHSC,N,HUB,6317,
US,2919,CAHSC,N,HUB,US,2971,LANSC,P,CTR,414
US,4059,LEXKY,T,HUB,US,6059,CCHIL,S,HUB,3712
US,4629,I81IN,T,HUB,US,6069,JEFIL,S,HUB,7603
US,3929,JACMS,N,HUB,US,7519,MESTX,D,HUB,7962
US,7529,DALTX,T,HUB,US,8029,DENCO,P,HUB,4238
US,293SC,293SC,CSL,US,293SC,293SC,L,CSL,2873,
US,293SC,293SC,L,CSL,US,2939,SPART,T,HUB,2873
US,2940,CHASC,CTR,US,2940,CHASC,L,CTR,5374,
US,2940,CHASC,L,CTR,US,2929,COLSC,N,HUB,2960
US,2940,CHASC,L,CTR,US,2919,CAHSC,N,HUB,2297
US,2929,COLSC,N,HUB,US,2929,COLSC,T,HUB,3972
US,2929,COLSC,N,HUB,US,2929,COLSC,P,HUB,1633
US,2940,CHASC,L,CTR,US,2940,CHASC,P,CTR,117
US,2941,SUMSC,CTR,US,2941,SUMSC,L,CTR,12886,
US,2941,SUMSC,L,CTR,US,3229,JACFL,D,HUB,3218
US,2941,SUMSC,L,CTR,US,0819,LAWNJ,D,HUB,3674
US,2941,SUMSC,L,CTR,US,2929,COLSC,N,HUB,4787
US,2941,SUMSC,L,CTR,US,2919,CAHSC,N,HUB,2451
US,2941,SUMSC,L,CTR,US,2941,SUMSC,P,CTR,231
US,2941,SUMSC,L,CTR,US,6059,CCHIL,D,HUB,2731
US,3229,JACFL,N,HUB,US,8509,PHOAZ,N,HUB,2907
US,3229,JACFL,T,HUB,US,9729,POROR,D,HUB,2307
US,2943,PMESC,CTR,US,2943,PMESC,L,CTR,10429,
US,2943,PMESC,L,CTR,US,2941,SUMSC,L,CTR,4206
US,2943,PMESC,L,CTR,US,2929,COLSC,N,HUB,4945
US,2943,PMESC,L,CTR,US,2919,CAHSC,N,HUB,1141
US,2943,PMESC,L,CTR,US,2943,PMESC,P,CTR,137
US,2944,CAE1,CSL,US,2944,CAE1,L,CSL,17627,
US,2944,CAE1,L,CSL,US,2749,GRENC,N,HUB,5997
US,2944,CAE1,L,CSL,US,2919,CAHSC,T,HUB,5816
US,2944,CAE1,L,CSL,US,6059,CCHIL,D,HUB,3898
US,2944,CAE1,L,CSL,US,3039,ATLGA,N,HUB,1916
US,3039,ATLGA,T,HUB,US,3100,UNAGA,P,CTR,216
US,3039,ATLGA,T,HUB,US,3179,TIFGA,N,HUB,2561
US,3179,TIFGA,N,HUB,US,3160,VALGA,P,CTR,547
US,3179,TIFGA,N,HUB,US,3171,TFCGA,P,CTR,665
US,3179,TIFGA,N,HUB,US,3230,TEAFL,P,CTR,927
US,3039,ATLGA,T,HUB,US,3799,KNOTN,S,HUB,1689
US,3039,ATLGA,T,HUB,US,6629,LENKS,N,HUB,1351
US,3039,ATLGA,T,HUB,US,7229,LITAR,N,HUB,1081
US,7519,MESTX,T,HUB,US,7519,MESTX,P,HUB,7973
US,3039,ATLGA,T,HUB,US,7709,HOUTX,T,HUB,2311
US,2950,FLOSC,CTR,US,2950,FLOSC,L,CTR,18343,
US,2950,FLOSC,L,CTR,US,2769,RALNC,N,HUB,3262
US,2950,FLOSC,L,CTR,US,2749,GRENC,N,HUB,5720
US,2950,FLOSC,L,CTR,US,2929,COLSC,N,HUB,5459
US,2950,FLOSC,L,CTR,US,2919,CAHSC,N,HUB,2367
US,2950,FLOSC,L,CTR,US,2950,FLOSC,P,CTR,247
US,2950,FLOSC,L,CTR,US,6059,CCHIL,D,HUB,1288
US,2951,MYRB,CTR,US,2951,MYRB,L,CTR,7837,
US,2951,MYRB,L,CTR,US,2769,RALNC,N,HUB,1918
US,2951,MYRB,L,CTR,US,2749,GRENC,N,HUB,2839
US,2951,MYRB,L,CTR,US,2929,COLSC,N,HUB,2381
US,2951,MYRB,L,CTR,US,2919,CAHSC,N,HUB,576
US,2951,MYRB,L,CTR,US,2951,MYRB,P,CTR,123
US,2956,CWESC,CTR,US,2919,CAHSC,T,HUB,19971,
US,295QR,295QR,CSL,US,295QR,295QR,L,CSL,6877,
US,295QR,295QR,L,CSL,US,2919,CAHSC,T,HUB,1189
US,295QR,295QR,L,CSL,US,3009,PLEGA,D,HUB,585
US,295QR,295QR,L,CSL,US,3229,JACFL,D,HUB,1958
US,295QR,295QR,L,CSL,US,6059,CCHIL,T,HUB,1328
US,295QR,295QR,L,CSL,US,6059,CCHIL,S,HUB,1817
US,295QV,295QV,CSL,US,295QV,295QV,L,CSL,55751,
US,295QV,295QV,L,CSL,US,2079,BURMD,D,HUB,7565
US,295QV,295QV,L,CSL,US,1909,WILPA,D,HUB,7389
US,295QV,295QV,L,CSL,US,1569,NEWPA,D,HUB,7010
US,295QV,295QV,L,CSL,US,2919,CAHSC,T,HUB,4583
US,295QV,295QV,L,CSL,US,3009,PLEGA,D,HUB,5390
US,295QV,295QV,L,CSL,US,3229,JACFL,D,HUB,4574
US,295QV,295QV,L,CSL,US,4369,TOLOH,D,HUB,6526
US,295QV,295QV,L,CSL,US,6059,CCHIL,S,HUB,4733
US,295QV,295QV,L,CSL,US,6059,CCHIL,T,HUB,7981
US,295QW,295QW,CSL,US,295QW,295QW,L,CSL,9671,
US,295QW,295QW,L,CSL,US,2919,CAHSC,T,HUB,1555
US,295QW,295QW,L,CSL,US,3009,PLEGA,D,HUB,1503
US,295QW,295QW,L,CSL,US,7529,DALTX,D,HUB,6613
US,7529,DALTX,T,HUB,US,7119,SHRLA,P,HUB,2268
US,2960,GRNSC,CTR,US,2960,GRNSC,L,CTR,15122,
US,2961,ANDSC,CTR,US,2961,ANDSC,L,CTR,6618,
US,2961,ANDSC,L,CTR,US,3009,PLEGA,N,HUB,3379
US,3009,PLEGA,N,HUB,US,3229,JACFL,D,HUB,6766
US,2961,ANDSC,L,CTR,US,2749,GRENC,N,HUB,3619
US,2961,ANDSC,L,CTR,US,2919,CAHSC,N,HUB,628
US,3009,PLEGA,N,HUB,US,1429,BUFNY,N,HUB,3227
US,3009,PLEGA,N,HUB,US,1719,HARPA,N,HUB,11094
US,3009,PLEGA,N,HUB,US,2079,BURMD,N,HUB,13545
US,2961,ANDSC,L,CTR,US,2961,ANDSC,P,CTR,78
US,2961,ANDSC,L,CTR,US,3033,SMAGA,N,HUB,882
US,3033,SMAGA,N,HUB,US,3799,KNOTN,D,HUB,1995
US,3033,SMAGA,N,HUB,US,3719,WHITN,P,HUB,545
US,3033,SMAGA,N,HUB,US,3731,CLETN,P,CTR,1637
US,3009,PLEGA,T,HUB,US,3799,KNOTN,S,HUB,3191
US,3033,SMAGA,N,HUB,US,3799,KNOTN,P,HUB,663
US,3849,OAKTN,N,HUB,US,3849,OAKTN,P,HUB,3202
US,3009,PLEGA,N,HUB,US,4059,LEXKY,D,HUB,7041
US,3009,PLEGA,N,HUB,US,4009,SDFAS,D,HUB,3701
US,3009,PLEGA,N,HUB,US,4369,TOLOH,T,HUB,8284
US,3009,PLEGA,N,HUB,US,6059,CCHIL,T,HUB,18770
US,5289,DAVIA,N,HUB,US,5200,DUBIA,P,CTR,994
US,5289,DAVIA,N,HUB,US,5289,DAVIA,P,HUB,1775
US,8029,DENCO,T,HUB,US,5770,RAPSD,P,CTR,3671
US,3009,PLEGA,N,HUB,US,6069,JEFIL,S,HUB,3029
US,5289,DAVIA,N,HUB,US,6140,GALIL,P,CTR,611
US,2963,GRESC,CTR,US,2963,GRESC,L,CTR,7123,
US,2963,GRESC,L,CTR,US,3009,PLEGA,N,HUB,3268
US,2963,GRESC,L,CTR,US,2749,GRENC,N,HUB,1996
US,2963,GRESC,L,CTR,US,2919,CAHSC,N,HUB,837
US,3009,PLEGA,N,HUB,US,2409,ROAVA,N,HUB,3309
US,2963,GRESC,L,CTR,US,2963,GRESC,P,CTR,24
US,2963,GRESC,L,CTR,US,3033,SMAGA,N,HUB,998
US,2970,ROCSC,CTR,US,2970,ROCSC,L,CTR,7244,
US,2970,ROCSC,L,CTR,US,2769,RALNC,N,HUB,1862
US,2970,ROCSC,L,CTR,US,0819,LAWNJ,D,HUB,6393
US,2970,ROCSC,L,CTR,US,2749,GRENC,N,HUB,16738
US,2970,ROCSC,L,CTR,US,2929,COLSC,N,HUB,8343
US,2970,ROCSC,L,CTR,US,2919,CAHSC,N,HUB,2345
US,2970,ROCSC,L,CTR,US,2970,ROCSC,P,CTR,241
US,2971,LANSC,CTR,US,2971,LANSC,L,CTR,5240,
US,2971,LANSC,L,CTR,US,2769,RALNC,N,HUB,415
US,2971,LANSC,L,CTR,US,2749,GRENC,N,HUB,3427
US,2971,LANSC,L,CTR,US,2919,CAHSC,N,HUB,1383
US,2971,LANSC,L,CTR,US,2971,LANSC,P,CTR,15
US,2972,2972,CTR,US,2810,SHLNC,L,CTR,375,
US,2978,2978,CPU,US,2970,ROCSC,L,CTR,26744,
US,297SF,297SF,CSL,US,297SF,297SF,L,CSL,3255,
US,297SF,297SF,L,CSL,US,2970,ROCSC,L,CTR,1934
US,297SF,297SF,L,CSL,US,6039,ADDIL,T,HUB,1321
US,6039,ADDIL,T,HUB,US,4369,TOLOH,P,HUB,621
US,6039,ADDIL,T,HUB,US,4519,SHAOH,P,HUB,2700
US,6039,ADDIL,T,HUB,US,4529,CINOH,P,HUB,1592
US,6039,ADDIL,T,HUB,US,4619,I16IN,P,HUB,1396
US,6039,ADDIL,T,HUB,US,6059,CCHIL,N,HUB,17984
US,6039,ADDIL,T,HUB,US,4909,KALMI,N,HUB,3071
US,4909,KALMI,N,HUB,US,4829,LIVMI,P,HUB,2631
US,4909,KALMI,N,HUB,US,4822,WOOMI,P,CTR,1355
US,4909,KALMI,N,HUB,US,4850,FLIMI,P,CTR,1072
US,6039,ADDIL,T,HUB,US,4959,GRAMI,P,HUB,1582
US,6039,ADDIL,T,HUB,US,5289,DAVIA,N,HUB,1527
US,6039,ADDIL,T,HUB,US,5039,DESIA,P,HUB,2152
US,6039,ADDIL,T,HUB,US,5319,OAKWI,N,HUB,1944
US,5519,STPMN,N,HUB,US,5653,DETMN,P,CTR,1859
US,5519,STPMN,N,HUB,US,5819,FARND,T,HUB,2719
US,5519,STPMN,N,HUB,US,5919,BILMT,T,HUB,3488
US,6039,ADDIL,T,HUB,US,6039,ADDIL,P,HUB,2334
US,6039,ADDIL,N,HUB,US,6090,KANIL,P,CTR,594
US,6039,ADDIL,N,HUB,US,6182,URBIL,P,CTR,845
US,6039,ADDIL,N,HUB,US,6183,DANIL,P,CTR,316
US,6039,ADDIL,N,HUB,US,6193,MTTIL,P,CTR,533
US,6039,ADDIL,T,HUB,US,6259,DECIL,N,HUB,2126
US,6039,ADDIL,N,HUB,US,6270,SPRIL,P,CTR,1138
US,6039,ADDIL,T,HUB,US,6309,EARMO,P,HUB,1868
US,6039,ADDIL,N,HUB,US,6629,LENKS,N,HUB,3594
US,6039,ADDIL,N,HUB,US,7319,OKLOK,N,HUB,4389
US,6039,ADDIL,N,HUB,US,7229,LITAR,N,HUB,3537
US,6039,ADDIL,N,HUB,US,7529,DALTX,N,HUB,9152
US,6039,ADDIL,D,HUB,US,8010,EGLCO,P,CTR,1257
US,6039,ADDIL,N,HUB,US,8029,DENCO,N,HUB,3396
US,6039,ADDIL,D,HUB,US,8459,LKEUT,D,HUB,1522
US,6039,ADDIL,D,HUB,US,8419,SALUT,P,HUB,1235
US,6039,ADDIL,N,HUB,US,8509,PHOAZ,N,HUB,3257
US,6039,ADDIL,D,HUB,US,8919,LASNV,P,HUB,1186
US,6039,ADDIL,D,HUB,US,8959,RENNV,S,HUB,1683
US,6039,ADDIL,N,HUB,US,9029,GVICA,T,HUB,5793
US,2980,AIKEN,CTR,US,2980,AIKEN,L,CTR,5336,
US,2980,AIKEN,L,CTR,US,3009,PLEGA,N,HUB,1930
US,2980,AIKEN,L,CTR,US,2929,COLSC,N,HUB,2364
US,3009,PLEGA,N,HUB,US,0709,MEANJ,N,HUB,10937
US,3009,PLEGA,N,HUB,US,1159,NASNY,N,HUB,1776
US,3009,PLEGA,N,HUB,US,1329,SYRNY,T,HUB,3093
US,2980,AIKEN,L,CTR,US,2919,CAHSC,N,HUB,355
US,3009,PLEGA,N,HUB,US,2749,GRENC,T,HUB,13547
US,2980,AIKEN,L,CTR,US,2980,AIKEN,P,CTR,30
US,2980,AIKEN,L,CTR,US,3033,SMAGA,N,HUB,657
US,4629,I81IN,N,HUB,US,5549,MINMN,N,HUB,3002
US,7709,HOUTX,T,HUB,US,8029,DENCO,N,HUB,9060
US,3849,OAKTN,N,HUB,US,6819,OMANE,N,HUB,4227
US,7709,HOUTX,T,HUB,US,9729,POROR,D,HUB,2752
US,2990,PARSC,CTR,US,2990,PARSC,L,CTR,2534,
US,2990,PARSC,L,CTR,US,2929,COLSC,N,HUB,1537
US,2990,PARSC,L,CTR,US,2919,CAHSC,N,HUB,977
US,2990,PARSC,L,CTR,US,2990,PARSC,P,CTR,20
US,2992,HHESC,CTR,US,2992,HHESC,L,CTR,3388,
US,2992,HHESC,L,CTR,US,2929,COLSC,N,HUB,2025
US,2992,HHESC,L,CTR,US,2919,CAHSC,N,HUB,1348
US,2992,HHESC,L,CTR,US,2992,HHESC,P,CTR,15
US,2998,GSP1,CSL,US,2998,GSP1,L,CSL,16888,
US,2998,GSP1,L,CSL,US,2749,GRENC,N,HUB,3038
US,2998,GSP1,L,CSL,US,1909,WILPA,T,HUB,2822
US,2998,GSP1,L,CSL,US,2939,SPART,T,HUB,3326
US,2998,GSP1,L,CSL,US,6059,CCHIL,T,HUB,3531
US,2998,GSP1,L,CSL,US,3039,ATLGA,N,HUB,1325
US,3179,TIFGA,N,HUB,US,3150,WAYGA,P,CTR,464
US,3179,TIFGA,N,HUB,US,3172,CAIGA,P,CTR,474
US,3179,TIFGA,N,HUB,US,3176,ALBGA,P,CTR,746
US,2998,GSP1,L,CSL,US,3289,ORLFL,T,HUB,2846
US,29REV,29REV,CSL,US,29REV,29REV,L,CSL,5763,
US,29REV,29REV,L,CSL,US,2939,SPART,T,HUB,5763
US,3000,3000,CTR,US,3019,ROSGA,L,HUB,30233,
US,3019,ROSGA,L,HUB,US,3179,TIFGA,N,HUB,758
US,3179,TIFGA,N,HUB,US,3179,TIFGA,T,HUB,3272
US,3179,TIFGA,T,HUB,US,3229,JACFL,N,HUB,2607
US,3019,ROSGA,L,HUB,US,0169,WORMA,T,HUB,1833
US,3019,ROSGA,L,HUB,US,1919,OREPA,T,HUB,3597
US,3019,ROSGA,L,HUB,US,1119,ISLNY,N,HUB,1531
US,3019,ROSGA,L,HUB,US,3009,PLEGA,N,HUB,3251
US,3019,ROSGA,L,HUB,US,6059,CCHIL,T,HUB,5709
US,6059,CCHIL,N,HUB,US,1223,1223,P,CTR,3902
US,3019,ROSGA,L,HUB,US,2749,GRENC,T,HUB,1658
US,3009,PLEGA,N,HUB,US,1569,NEWPA,N,HUB,6722
US,3019,ROSGA,L,HUB,US,2329,RICVA,D,HUB,1418
US,3019,ROSGA,L,HUB,US,3799,KNOTN,S,HUB,701
US,3019,ROSGA,L,HUB,US,4329,COLOH,T,HUB,1574
US,3019,ROSGA,L,HUB,US,4059,LEXKY,D,HUB,2331
US,3019,ROSGA,L,HUB,US,2919,CAHSC,T,HUB,693
US,3019,ROSGA,L,HUB,US,2829,CHANC,P,HUB,736
US,3019,ROSGA,L,HUB,US,2929,COLSC,P,HUB,222
US,3019,ROSGA,L,HUB,US,3019,ROSGA,P,HUB,1243
US,3019,ROSGA,L,HUB,US,3039,ATLGA,N,HUB,1122
US,3019,ROSGA,L,HUB,US,3033,SMAGA,N,HUB,1255
US,3179,TIFGA,N,HUB,US,3140,SAVGA,P,CTR,1001
US,3179,TIFGA,N,HUB,US,3151,BRUGA,P,CTR,429
US,3019,ROSGA,L,HUB,US,3228,RCHFL,D,HUB,3839
US,3179,TIFGA,N,HUB,US,3229,JACFL,P,HUB,1419
US,3019,ROSGA,L,HUB,US,3609,MONAL,N,HUB,979
US,3019,ROSGA,L,HUB,US,3719,WHITN,S,HUB,2325
US,3019,ROSGA,L,HUB,US,3929,JACMS,D,HUB,1623
US,3019,ROSGA,L,HUB,US,4369,TOLOH,T,HUB,1416
US,3019,ROSGA,L,HUB,US,4629,I81IN,D,HUB,1348
US,3719,WHITN,N,HUB,US,5039,DESIA,N,HUB,4854
US,3719,WHITN,T,HUB,US,6309,EARMO,S,HUB,5946
US,3719,WHITN,N,HUB,US,6629,LENKS,T,HUB,13852
US,3719,WHITN,S,HUB,US,8029,DENCO,T,HUB,3580
US,3019,ROSGA,L,HUB,US,7519,MESTX,T,HUB,3188
US,3019,ROSGA,L,HUB,US,7709,HOUTX,T,HUB,1938
US,7519,MESTX,N,HUB,US,8029,DENCO,P,HUB,5440
US,3019,ROSGA,L,HUB,US,9029,GVICA,N,HUB,1957
US,7519,MESTX,N,HUB,US,8909,LVENV,P,HUB,4691
US,3019,ROSGA,L,HUB,US,9539,LAHCA,T,HUB,1193
US,9539,LAHCA,N,HUB,US,9379,FRECA,P,HUB,5717
US,9539,LAHCA,T,HUB,US,9390,SALCA,P,CTR,2275
US,9539,LAHCA,T,HUB,US,9391,MONCA,P,CTR,1675
US,9539,LAHCA,T,HUB,US,9419,SFRCA,P,HUB,8520
US,9539,LAHCA,T,HUB,US,9409,SUNCA,P,HUB,6523
US,9539,LAHCA,T,HUB,US,9449,SBRCA,P,HUB,4711
US,9539,LAHCA,T,HUB,US,9430,MENCA,P,CTR,4387
US,9539,LAHCA,T,HUB,US,9444,NAPCA,P,CTR,1480
US,9539,LAHCA,T,HUB,US,9459,SNSCA,P,HUB,6983
US,9539,LAHCA,T,HUB,US,9452,CONCA,P,CTR,2659
US,9539,LAHCA,T,HUB,US,9453,CRDCA,P,CTR,2396
US,9539,LAHCA,T,HUB,US,9454,HADCA,P,CTR,3352
US,9539,LAHCA,T,HUB,US,9469,OAKCA,P,HUB,4398
US,9539,LAHCA,T,HUB,US,9489,NBACA,P,HUB,3722
US,9539,LAHCA,T,HUB,US,9490,SRFCA,P,CTR,1235
US,9539,LAHCA,T,HUB,US,9499,PEACA,P,HUB,2467
US,9539,LAHCA,T,HUB,US,9500,SCRCA,P,CTR,3022
US,9539,LAHCA,T,HUB,US,9501,SYLCA,P,CTR,768
US,9539,LAHCA,T,HUB,US,9519,SJOCA,P,HUB,12509
US,9539,LAHCA,T,HUB,US,9513,SBACA,P,CTR,1096
US,7519,MESTX,N,HUB,US,9489,NBACA,D,HUB,13602
US,9539,LAHCA,T,HUB,US,9540,SNRCA,P,CTR,1887
US,9539,LAHCA,T,HUB,US,9559,ERKCA,P,HUB,3313
US,3719,WHITN,N,HUB,US,4009,SDFAS,D,HUB,6731
US,3002,3002,CTR,US,3039,ATLGA,T,HUB,64893,
US,3039,ATLGA,T,HUB,US,0169,WORMA,T,HUB,2204
US,3039,ATLGA,T,HUB,US,1719,HARPA,N,HUB,1754
US,3039,ATLGA,T,HUB,US,1119,ISLNY,N,HUB,1817
US,3039,ATLGA,T,HUB,US,1919,OREPA,T,HUB,1575
US,3039,ATLGA,T,HUB,US,3009,PLEGA,N,HUB,1999
US,3039,ATLGA,T,HUB,US,2079,BURMD,N,HUB,2333
US,3039,ATLGA,T,HUB,US,6059,CCHIL,T,HUB,5675
US,3039,ATLGA,T,HUB,US,4329,COLOH,T,HUB,1773
US,3039,ATLGA,T,HUB,US,1569,NEWPA,N,HUB,934
US,3039,ATLGA,T,HUB,US,2329,RICVA,D,HUB,1943
US,3039,ATLGA,T,HUB,US,2749,GRENC,T,HUB,2780
US,3039,ATLGA,T,HUB,US,4059,LEXKY,D,HUB,1317
US,3039,ATLGA,T,HUB,US,2919,CAHSC,T,HUB,1481
US,3039,ATLGA,T,HUB,US,2829,CHANC,P,HUB,2251
US,3039,ATLGA,T,HUB,US,2929,COLSC,P,HUB,688
US,3039,ATLGA,T,HUB,US,3039,ATLGA,P,HUB,851
US,3039,ATLGA,T,HUB,US,3228,RCHFL,T,HUB,3450
US,3039,ATLGA,T,HUB,US,3309,HIAFL,N,HUB,2272
US,3039,ATLGA,T,HUB,US,3719,WHITN,S,HUB,3165
US,3039,ATLGA,T,HUB,US,3929,JACMS,T,HUB,2528
US,3039,ATLGA,T,HUB,US,4369,TOLOH,D,HUB,1601
US,3039,ATLGA,T,HUB,US,4629,I81IN,D,HUB,1282
US,3039,ATLGA,T,HUB,US,6309,EARMO,T,HUB,1722
US,6309,EARMO,N,HUB,US,5519,STPMN,N,HUB,8483
US,5719,SIOSD,N,HUB,US,5610,SLAMN,P,CTR,1331
US,5719,SIOSD,D,HUB,US,5819,FARND,P,HUB,1877
US,5719,SIOSD,D,HUB,US,5820,GRAND,P,CTR,1221
US,5719,SIOSD,D,HUB,US,5919,BILMT,T,HUB,2924
US,6629,LENKS,N,HUB,US,6819,OMANE,T,HUB,3563
US,7229,LITAR,N,HUB,US,7319,OKLOK,N,HUB,2575
US,7519,MESTX,N,HUB,US,8509,PHOAZ,N,HUB,3894
US,3039,ATLGA,T,HUB,US,9029,GVICA,N,HUB,1997
US,7519,MESTX,N,HUB,US,9029,GVICA,N,HUB,15312
US,3039,ATLGA,T,HUB,US,9539,LAHCA,T,HUB,1374
US,3003,3003,CTR,US,3059,FPAGA,T,HUB,95649,
US,3059,FPAGA,T,HUB,US,3179,TIFGA,N,HUB,1324
US,3059,FPAGA,T,HUB,US,0169,WORMA,T,HUB,3651
US,3059,FPAGA,T,HUB,US,1919,OREPA,T,HUB,3202
US,3059,FPAGA,T,HUB,US,1119,ISLNY,N,HUB,3002
US,3059,FPAGA,T,HUB,US,3009,PLEGA,N,HUB,9300
US,3059,FPAGA,T,HUB,US,2079,BURMD,N,HUB,4902
US,3059,FPAGA,T,HUB,US,6059,CCHIL,T,HUB,7876
US,3059,FPAGA,T,HUB,US,2749,GRENC,T,HUB,3577
US,3059,FPAGA,T,HUB,US,2329,RICVA,D,HUB,2651
US,3059,FPAGA,T,HUB,US,3799,KNOTN,S,HUB,1855
US,3059,FPAGA,T,HUB,US,4059,LEXKY,D,HUB,3470
US,4059,LEXKY,T,HUB,US,4329,COLOH,N,HUB,7783
US,3059,FPAGA,T,HUB,US,2919,CAHSC,T,HUB,2342
US,3059,FPAGA,T,HUB,US,2829,CHANC,P,HUB,960
US,3059,FPAGA,T,HUB,US,2929,COLSC,P,HUB,565
US,3059,FPAGA,T,HUB,US,3033,SMAGA,N,HUB,5610
US,3059,FPAGA,T,HUB,US,3059,FPAGA,P,HUB,964
US,3059,FPAGA,T,HUB,US,3033,SMAGA,P,HUB,504
US,3059,FPAGA,T,HUB,US,3228,RCHFL,T,HUB,6809
US,3059,FPAGA,T,HUB,US,3229,JACFL,P,HUB,1154
US,3059,FPAGA,T,HUB,US,3609,MONAL,N,HUB,2328
US,3059,FPAGA,T,HUB,US,3309,HIAFL,N,HUB,3500
US,3059,FPAGA,T,HUB,US,3719,WHITN,S,HUB,5141
US,3059,FPAGA,T,HUB,US,3929,JACMS,D,HUB,2915
US,3059,FPAGA,T,HUB,US,4369,TOLOH,T,HUB,6827
US,3059,FPAGA,T,HUB,US,4629,I81IN,D,HUB,4731
US,3059,FPAGA,T,HUB,US,6309,EARMO,T,HUB,3495
US,5519,STPMN,N,HUB,US,5596,SHAMN,P,HUB,5690
US,3059,FPAGA,T,HUB,US,7519,MESTX,T,HUB,5124
US,3059,FPAGA,T,HUB,US,7709,HOUTX,T,HUB,2858
US,3059,FPAGA,T,HUB,US,9029,GVICA,N,HUB,2735
US,3059,FPAGA,T,HUB,US,9539,LAHCA,T,HUB,1189
US,3004,3004,CTR,US,3033,SMAGA,T,HUB,79614,
US,3033,SMAGA,T,HUB,US,3229,JACFL,D,HUB,5229
