CC,SLIC,SORT,CAP,SPAN,STRT
US,9784,L,1215,328,1700
US,9784,P,1281,403,400
US,9789,N,20000,403,2200
US,9789,P,3480,403,400
US,9789,S,1099999,403,300
US,9789,T,20000,403,1700
US,9799,L,6242,328,1700
US,9799,P,2500,403,400
US,9809,L,14085,328,1700
US,9809,P,7920,403,400
US,9816,L,840000,328,1700
US,9819,P,13242,403,400
US,9819,T,26219,403,1700
US,9821,L,4861,328,1700
US,9821,P,2625,403,400
US,9822,L,5274,328,1700
US,9822,P,4200,403,400
US,9823,L,4941,328,1700
US,9823,P,2450,403,400
US,9826,L,960000,328,1700
US,9829,N,35000,403,2200
US,9829,P,9047,403,400
US,9829,T,35000,403,1700
US,9830,L,5404,328,1700
US,9830,P,2240,403,400
US,9831,L,4207,328,1700
US,9831,P,3735,403,400
US,9832,L,2533,328,1700
US,9832,P,1299,403,400
US,9835,P,980000,403,400
US,9839,S,4590,403,300
US,9839,T,4482,403,1700
US,9849,L,3501,328,1700
US,9849,P,9440,403,400
US,9850,L,4378,328,1700
US,9850,P,3360,403,400
US,9851,L,4243,328,1700
US,9851,P,2575,403,400
US,9852,L,5234,328,1700
US,9852,P,1660,403,400
US,9859,L,3585,328,1700
US,9859,P,4500,403,400
US,9859,S,950000,403,300
US,9860,L,4700,328,1700
US,9860,P,1106,403,400
US,9876,P,770000,403,400
US,9879,L,5594,328,1700
US,9879,P,5850,403,400
US,9880,L,7321,328,1700
US,9880,P,3303,403,400
US,9882,L,3398,328,1700
US,9882,P,1379,403,400
US,9889,L,5286,328,1700
US,9889,N,20000,403,2200
US,9889,P,1105,403,400
US,9890,L,4700,328,1700
US,9890,P,3640,403,400
US,9891,L,2820,328,1700
US,9891,P,1144,403,400
US,9899,L,4897,328,1700
US,9899,P,6590,403,400
US,9910,L,4074,328,1700
US,9910,P,2080,403,400
US,9911,L,3788,328,1700
US,9911,P,3050,403,400
US,9913,L,2197,328,1700
US,9913,P,1484,403,400
US,9929,D,44000,478,1100
US,9929,N,44000,403,2200
US,9929,P,11801,403,400
US,9929,S,870000,403,300
US,9929,T,44000,403,1700
US,9930,L,5294,328,1700
US,9930,P,4525,403,400
US,9931,L,3506,328,1700
US,9931,P,1710,403,400
US,9939,S,780000,403,300
US,9949,S,2325,403,300
US,9949,T,2250,403,1700
US,9954,P,940000,403,400
US,9960,L,3169,328,1700
US,9960,P,13324,403,400
US,9961,L,2140,328,1700
US,9961,P,1270,403,400
US,9962,L,4628,328,1700
US,9962,P,1800,403,400
US,9963,P,1159999,403,400
US,9964,L,4371,328,1700
US,9964,P,1359,403,400
US,9965,L,1039999,328,1700
US,9965,P,900000,403,400
US,9966,L,820000,328,1700
US,9966,P,1099999,403,400
US,9967,L,1069999,328,1700
US,9967,P,1099999,403,400
US,9969,D,20000,478,1100
US,9969,M,1249999,400,600
US,9969,N,20000,403,2200
US,9969,S,20000,403,300
US,9969,T,20000,403,1700
