SLIC,SLIC Name,OpTyp,Desc,Building,Building Name,Region Num,Region Name,District Num,District Name,Facility Latitude,Facility Longitude,Organization Country Cd
D066,CLAIROL,DSO,DROP SHIP TRAILER ORIGIN,669,STRATFORD,7,NORTHEAST,37,SO NEW ENGLAND,41.1728,-73.1503,US
D067,PITNEY BOWES,DSO,DROP SHIP TRAILER ORIGIN,679,WATERBURY,7,EAST REGION,20,NORTH ATLANTIC,41.6073,-73.0803,US
D067,PITNEY BOWES,DSO,DROP SHIP TRAILER ORIGIN,679,WATERBURY,7,EAST REGION,36,NORTHEAST,41.6073,-73.0803,US
D067,PITNEY BOWES,DSO,DROP SHIP TRAILER ORIGIN,679,WATERBURY,7,NORTHEAST,37,SO NEW ENGLAND,41.6073,-73.0803,US
D068,PEPPERIDGE FARMS,DSO,DROP SHIP TRAILER ORIGIN,652,NORTH HAVEN,7,EAST REGION,20,NORTH ATLANTIC,41.3682,-72.883,US
D068,PEPPERIDGE FARMS,DSO,DROP SHIP TRAILER ORIGIN,652,NORTH HAVEN,7,EAST REGION,36,NORTHEAST,41.3682,-72.883,US
D068,PEPPERIDGE FARMS,DSO,DROP SHIP TRAILER ORIGIN,652,NORTH HAVEN,7,NORTHEAST,37,SO NEW ENGLAND,41.3682,-72.883,US
D069,GREY ARC CORP.,DSO,DROP SHIP TRAILER ORIGIN,679,WATERBURY,7,NORTHEAST,37,SO NEW ENGLAND,41.6073,-73.0803,US
D06C,CT DISTRIBUTORS INC.,DSO,DROP SHIP TRAILER ORIGIN,647,ORANGE,7,EAST REGION,20,NORTH ATLANTIC,41.2478,-72.9924,US
D06C,CT DISTRIBUTORS INC.,DSO,DROP SHIP TRAILER ORIGIN,647,ORANGE,7,EAST REGION,36,NORTHEAST,41.2478,-72.9924,US
D06C,CT DISTRIBUTORS INC.,DSO,DROP SHIP TRAILER ORIGIN,647,ORANGE,7,NORTHEAST,37,SO NEW ENGLAND,41.2478,-72.9924,US
D06S,STAPLES,DSO,DROP SHIP TRAILER ORIGIN,630,NORWICH,7,EAST REGION,20,NORTH ATLANTIC,41.5651,-72.1535,US
D06S,STAPLES,DSO,DROP SHIP TRAILER ORIGIN,630,NORWICH,7,EAST REGION,36,NORTHEAST,41.5651,-72.1535,US
D06S,STAPLES,DSO,DROP SHIP TRAILER ORIGIN,630,NORWICH,7,NORTHEAST,37,SO NEW ENGLAND,41.5651,-72.1535,US
D070,3M CORP.,DSO,DROP SHIP TRAILER ORIGIN,799,PARSIPPANY,7,EAST REGION,20,NORTH ATLANTIC,40.8614,-74.4369,US
D070,3M CORP.,DSO,DROP SHIP TRAILER ORIGIN,799,PARSIPPANY,7,EAST REGION,27,NEW JERSEY,40.8614,-74.4369,US
D070,3M CORP.,DSO,DROP SHIP TRAILER ORIGIN,799,PARSIPPANY,7,NORTHEAST,25,NORTH JERSEY,40.8614,-74.4369,US
D070,3M CORP.,DSO,DROP SHIP TRAILER ORIGIN,799,PARSIPPANY,7,NORTHEAST,27,METRO NEW JERSEY,40.8614,-74.4369,US
D071,ZONE SKIP INC.,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D071,ZONE SKIP INC.,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D071,ZONE SKIP INC.,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D072,PEOPLES WORLD WIDE,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D072,PEOPLES WORLD WIDE,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D072,PEOPLES WORLD WIDE,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D073,SMALL PACKAGE SERVIC,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D073,SMALL PACKAGE SERVIC,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D073,SMALL PACKAGE SERVIC,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D074,CALLEN PHOTO,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D074,CALLEN PHOTO,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D074,CALLEN PHOTO,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D075,BAKER TAYLOR,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D075,BAKER TAYLOR,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D075,BAKER TAYLOR,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D076,HIBBERTS,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D076,HIBBERTS,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D076,HIBBERTS,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D077,AL DUNNER,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D077,AL DUNNER,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D077,AL DUNNER,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D078,TROLL ASSOCIATES,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D078,TROLL ASSOCIATES,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D078,TROLL ASSOCIATES,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D079,INGRAHM ENTERTAINMEN,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D079,INGRAHM ENTERTAINMEN,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D079,INGRAHM ENTERTAINMEN,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D07C,CARTERET,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D07C,CARTERET,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D07C,CARTERET,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D07R,G & G RAVE,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D07R,G & G RAVE,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D07R,G & G RAVE,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D080,NATIONAL KEYSTONE,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,EAST REGION,33,CHESAPEAKE,39.8649,-75.0424,US
D080,NATIONAL KEYSTONE,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,NORTHEAST,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D080,NATIONAL KEYSTONE,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,9,EAST CENTRAL,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D081,OMEGA PROCESSING,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,EAST REGION,33,CHESAPEAKE,39.8649,-75.0424,US
D081,OMEGA PROCESSING,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,NORTHEAST,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D081,OMEGA PROCESSING,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,9,EAST CENTRAL,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D082,AUSTIN DELL COMPUTER,DSO,DROP SHIP TRAILER ORIGIN,7879,AUSTIN,3,WEST REGION,12,RED RIVER,30.3376,-97.6607,US
D082,AUSTIN DELL COMPUTER,DSO,DROP SHIP TRAILER ORIGIN,7879,AUSTIN,3,WEST REGION,78,GULF SOUTH,30.3376,-97.6607,US
D082,AUSTIN DELL COMPUTER,DSO,DROP SHIP TRAILER ORIGIN,7879,AUSTIN,6,SOUTHWEST,80,CENTRAL TEX,30.3376,-97.6607,US
D082,AUSTIN DELL COMPUTER,DSO,DROP SHIP TRAILER ORIGIN,7879,AUSTIN,6,WEST,80,CENTRAL TEX,30.3376,-97.6607,US
D083,RAPID FORMS,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,EAST REGION,33,CHESAPEAKE,39.8649,-75.0424,US
D083,RAPID FORMS,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,NORTHEAST,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D083,RAPID FORMS,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,9,EAST CENTRAL,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D084,SPENCER GIFTS,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,EAST REGION,33,CHESAPEAKE,39.8649,-75.0424,US
D084,SPENCER GIFTS,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,NORTHEAST,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D084,SPENCER GIFTS,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,9,EAST CENTRAL,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D085,LAWNSIDE TO UTAH,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,EAST REGION,33,CHESAPEAKE,39.8649,-75.0424,US
D085,LAWNSIDE TO UTAH,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,7,NORTHEAST,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D085,LAWNSIDE TO UTAH,DSO,DROP SHIP TRAILER ORIGIN,819,LAWNSIDE,9,EAST CENTRAL,33,METRO PHILADELPHIA,39.8649,-75.0424,US
D087,MC MASTER - CARR,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,EAST REGION,20,NORTH ATLANTIC,40.5109,-74.3386,US
D087,MC MASTER - CARR,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,EAST REGION,27,NEW JERSEY,40.5109,-74.3386,US
D087,MC MASTER - CARR,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,NORTHEAST,27,METRO NEW JERSEY,40.5109,-74.3386,US
D08F,1 800 FLOWERS,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,EAST REGION,20,NORTH ATLANTIC,40.5109,-74.3386,US
D08GR,GRAINGER,DSO,DROP SHIP TRAILER ORIGIN,860,TRENTON,7,EAST REGION,20,NORTH ATLANTIC,40.2366,-74.7203,US
D08K,KOEN BOOK,DSO,DROP SHIP TRAILER ORIGIN,1719,HARRISBURG,7,EAST REGION,32,MID ATLANTIC,40.2429,-76.8472,US
D08K,KOEN BOOK,DSO,DROP SHIP TRAILER ORIGIN,1719,HARRISBURG,7,EAST REGION,32,MID ATLANTICAIN,40.2429,-76.8472,US
D08K,KOEN BOOK,DSO,DROP SHIP TRAILER ORIGIN,1719,HARRISBURG,7,NORTHEAST,34,CENTRAL PENNSYLVANIA,40.2429,-76.8472,US
D08K,KOEN BOOK,DSO,DROP SHIP TRAILER ORIGIN,1719,HARRISBURG,9,EAST CENTRAL,34,CENTRAL PENNSYLVANIA,40.2429,-76.8472,US
D08MM,MCMASTER-CARR SUPPLY,DSO,DROP SHIP TRAILER ORIGIN,860,TRENTON,7,EAST REGION,20,NORTH ATLANTIC,40.2366,-74.7203,US
D08SM,SANMAR,DSO,DROP SHIP TRAILER ORIGIN,860,TRENTON,7,EAST REGION,20,NORTH ATLANTIC,40.2366,-74.7203,US
D090,LTD DROPSHIP,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D090,LTD DROPSHIP,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D090,LTD DROPSHIP,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D091,LTD (AURORA DROPSHIP),DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D091,LTD (AURORA DROPSHIP),DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D091,LTD (AURORA DROPSHIP),DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D092,HORIZON HOBBY DROP SHIP,DSO,DROP SHIP TRAILER ORIGIN,9169,ONTARIO AIR HUB,3,PACIFIC,96,SOUTH EAST CALIFORNIA,34.0484,-117.5861,US
D092,HORIZON HOBBY DROP SHIP,DSO,DROP SHIP TRAILER ORIGIN,9169,ONTARIO AIR HUB,3,WEST REGION,92,SOUTH CALIFORNIA,34.0484,-117.5861,US
D092,HORIZON HOBBY DROP SHIP,DSO,DROP SHIP TRAILER ORIGIN,9169,ONTARIO HUB,3,WEST REGION,92,SOUTH CALIFORNIA,34.0484,-117.5861,US
D100,STANDARD & POORS,DSO,DROP SHIP TRAILER ORIGIN,1009,43RD STREET,7,EAST REGION,20,NORTH ATLANTIC,40.762,-73.9989,US
D100,STANDARD & POORS,DSO,DROP SHIP TRAILER ORIGIN,1009,43RD STREET,7,NORTHEAST,20,METRO NEW YORK,40.762,-73.9989,US
D101,ROLLING STONE MAG,DSO,DROP SHIP TRAILER ORIGIN,1009,43RD STREET,7,EAST REGION,20,NORTH ATLANTIC,40.762,-73.9989,US
D101,ROLLING STONE MAG,DSO,DROP SHIP TRAILER ORIGIN,1009,43RD STREET,7,NORTHEAST,20,METRO NEW YORK,40.762,-73.9989,US
D110,NY TWIST DRILL,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,EAST REGION,20,NORTH ATLANTIC,40.7214,-73.6065,US
D110,NY TWIST DRILL,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,NORTHEAST,26,LONG ISLAND,40.7214,-73.6065,US
D115,MAYFLOWER PODIATRY,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,EAST REGION,20,NORTH ATLANTIC,40.7214,-73.6065,US
D115,MAYFLOWER PODIATRY,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,NORTHEAST,26,LONG ISLAND,40.7214,-73.6065,US
D117,TODD TRAVEL,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,EAST REGION,20,NORTH ATLANTIC,40.7214,-73.6065,US
D117,TODD TRAVEL,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,NORTHEAST,26,LONG ISLAND,40.7214,-73.6065,US
D120,TROLL,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D120,TROLL,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D120,TROLL,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D121,BROOKS FASHION,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D121,BROOKS FASHION,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D121,BROOKS FASHION,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D123,PRINCE MFG,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,EAST REGION,20,NORTH ATLANTIC,40.5109,-74.3386,US
D123,PRINCE MFG,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,EAST REGION,27,NEW JERSEY,40.5109,-74.3386,US
D123,PRINCE MFG,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,NORTHEAST,27,METRO NEW JERSEY,40.5109,-74.3386,US
D124,LANGERVELD BULB,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,EAST REGION,20,NORTH ATLANTIC,40.5109,-74.3386,US
D124,LANGERVELD BULB,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,EAST REGION,27,NEW JERSEY,40.5109,-74.3386,US
D124,LANGERVELD BULB,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,NORTHEAST,27,METRO NEW JERSEY,40.5109,-74.3386,US
D125,QUEBECOR,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
D125,QUEBECOR,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
D125,QUEBECOR,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
D126,PUTMAN PUBLISHING,DSO,DROP SHIP TRAILER ORIGIN,1329,SYRACUSE,7,EAST REGION,36,NORTHEAST,43.1088,-76.0772,US
D126,PUTMAN PUBLISHING,DSO,DROP SHIP TRAILER ORIGIN,1329,SYRACUSE,7,NORTHEAST,22,EMPIRE STATE,43.1088,-76.0772,US
D126,PUTMAN PUBLISHING,DSO,DROP SHIP TRAILER ORIGIN,1329,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
D127,MATHEW BENDER,DSO,DROP SHIP TRAILER ORIGIN,1329,SYRACUSE,7,EAST REGION,36,NORTHEAST,43.1088,-76.0772,US
D127,MATHEW BENDER,DSO,DROP SHIP TRAILER ORIGIN,1329,SYRACUSE,7,NORTHEAST,22,EMPIRE STATE,43.1088,-76.0772,US
D127,MATHEW BENDER,DSO,DROP SHIP TRAILER ORIGIN,1329,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
D128,PHILLIP MORRIS,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,20,NORTH ATLANTIC,40.7539,-74.0636,US
D128,PHILLIP MORRIS,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,EAST REGION,27,NEW JERSEY,40.7539,-74.0636,US
D128,PHILLIP MORRIS,DSO,DROP SHIP TRAILER ORIGIN,709,MEADOWLANDS,7,NORTHEAST,27,METRO NEW JERSEY,40.7539,-74.0636,US
D129,JOHN DEERE,DSO,DROP SHIP TRAILER ORIGIN,1329,SYRACUSE,7,EAST REGION,36,NORTHEAST,43.1088,-76.0772,US
D129,JOHN DEERE,DSO,DROP SHIP TRAILER ORIGIN,1329,SYRACUSE,7,NORTHEAST,22,EMPIRE STATE,43.1088,-76.0772,US
D129,JOHN DEERE,DSO,DROP SHIP TRAILER ORIGIN,1329,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
D130,HARLEQUIN BOOK,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
D130,HARLEQUIN BOOK,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
D130,HARLEQUIN BOOK,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
D131,ALPHA WIRE,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,EAST REGION,20,NORTH ATLANTIC,40.5109,-74.3386,US
D131,ALPHA WIRE,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,EAST REGION,27,NEW JERSEY,40.5109,-74.3386,US
D131,ALPHA WIRE,DSO,DROP SHIP TRAILER ORIGIN,899,EDISON,7,NORTHEAST,27,METRO NEW JERSEY,40.5109,-74.3386,US
D132,NEBS,DSO,DROP SHIP TRAILER ORIGIN,340,KEENE,7,EAST REGION,36,NORTHEAST,42.9159,-72.2868,US
D132,NEBS,DSO,DROP SHIP TRAILER ORIGIN,340,KEENE,7,NORTHEAST,62,NO NEW ENGLAND,42.9159,-72.2868,US
D133,PARKER BROS.,DSO,DROP SHIP TRAILER ORIGIN,199,LYNNFIELD,7,EAST REGION,36,NORTHEAST,42.5065,-71.0344,US
D133,PARKER BROS.,DSO,DROP SHIP TRAILER ORIGIN,199,LYNNFIELD,7,NORTHEAST,62,NO NEW ENGLAND,42.5065,-71.0344,US
D134,STRIDE RITE,DSO,DROP SHIP TRAILER ORIGIN,209,NORWOOD,7,EAST REGION,36,NORTHEAST,42.2076,-71.1795,US
D134,STRIDE RITE,DSO,DROP SHIP TRAILER ORIGIN,209,NORWOOD,7,NORTHEAST,36,EAST NEW ENGLAND,42.2076,-71.1795,US
D135,PRINCESS HOUSE,DSO,DROP SHIP TRAILER ORIGIN,209,NORWOOD,7,EAST REGION,36,NORTHEAST,42.2076,-71.1795,US
D135,PRINCESS HOUSE,DSO,DROP SHIP TRAILER ORIGIN,209,NORWOOD,7,NORTHEAST,36,EAST NEW ENGLAND,42.2076,-71.1795,US
D136,DIGITAL EQPT,DSO,DROP SHIP TRAILER ORIGIN,300,NASHUA,7,EAST REGION,36,NORTHEAST,42.7564,-71.4905,US
D136,DIGITAL EQPT,DSO,DROP SHIP TRAILER ORIGIN,300,NASHUA,7,NORTHEAST,62,NO NEW ENGLAND,42.7564,-71.4905,US
D137,LL BEAN,DSO,DROP SHIP TRAILER ORIGIN,419,PORTLAND,7,EAST REGION,36,NORTHEAST,43.6405,-70.3217,US
D137,LL BEAN,DSO,DROP SHIP TRAILER ORIGIN,419,PORTLAND,7,NORTHEAST,62,NO NEW ENGLAND,43.6405,-70.3217,US
D138,HENRY SCHEIN,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,EAST REGION,20,NORTH ATLANTIC,40.7214,-73.6065,US
D138,HENRY SCHEIN,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,NORTHEAST,26,LONG ISLAND,40.7214,-73.6065,US
D139,NATURES BOUNTY,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,EAST REGION,20,NORTH ATLANTIC,40.7214,-73.6065,US
D139,NATURES BOUNTY,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,NORTHEAST,26,LONG ISLAND,40.7214,-73.6065,US
D140,ACADIA GRAPHICS,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
D140,ACADIA GRAPHICS,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
D140,ACADIA GRAPHICS,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
D141,SIMPLEX TIME RECORDE,DSO,DROP SHIP TRAILER ORIGIN,169,WORCESTER,7,EAST REGION,36,NORTHEAST,42.2603,-71.7924,US
D141,SIMPLEX TIME RECORDE,DSO,DROP SHIP TRAILER ORIGIN,169,WORCESTER,7,NORTHEAST,36,EAST NEW ENGLAND,42.2603,-71.7924,US
D142,G.T.E.,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
D142,G.T.E.,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
D142,G.T.E.,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
D143,MANHATTAN SUPPLY CO,DSO,DROP SHIP TRAILER ORIGIN,1170,SUFFOLK,7,EAST REGION,20,NORTH ATLANTIC,40.8301,-73.0213,US
D143,MANHATTAN SUPPLY CO,DSO,DROP SHIP TRAILER ORIGIN,1170,SUFFOLK,7,NORTHEAST,26,LONG ISLAND,40.8301,-73.0213,US
D144,ZOTOS INTERNATIONAL,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
D144,ZOTOS INTERNATIONAL,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
D144,ZOTOS INTERNATIONAL,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
D145,CHEESELOVERS,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,EAST REGION,20,NORTH ATLANTIC,40.7214,-73.6065,US
D145,CHEESELOVERS,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,NORTHEAST,26,LONG ISLAND,40.7214,-73.6065,US
D146,DEL LABORATORIES,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,EAST REGION,20,NORTH ATLANTIC,40.7214,-73.6065,US
D146,DEL LABORATORIES,DSO,DROP SHIP TRAILER ORIGIN,1159,NASSAU,7,NORTHEAST,26,LONG ISLAND,40.7214,-73.6065,US
D147,WARNER BOOKS,DSO,DROP SHIP TRAILER ORIGIN,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
