SLIC,Abbreviation,GMT_Offset,SLIC_Name,SLIC_Type,SLIC_CC,SLIC_State,Region,District,Building
55SS ,SASMN ,-6, SUPER AMERICA - ST.CL,EX PT   ,US, MN,3,56,5519
55ST ,ARFMN ,-6, ARF - ST PAUL        ,EX PT   ,US, MN,3,56,5519
55TN ,TINMN ,-6, TRUCKERS INN         ,EX PT   ,US, MN,3,56,5592
55VF ,VFSMN ,-6, VIRGINIA FUEL STOP   ,EX PT   ,US, MN,3,56,5570
55XM ,MONMN ,-6, MONTICELLO MEET POINT,EX PT   ,US, MN,3,56,5519
5600,MANMN ,-6, MANKATO              ,CTR     ,US, MN,3,56,5600
5601,STJMN ,-6, SAINT JAMES          ,CTR     ,US, MN,3,56,5601
5608,5608,-6, RED WING SOP         ,CPU     ,US, MN,3,56,5501
5609,MKTAS ,-6, MANKATO              ,ARPT    ,US, MN,3,56,5600
5610,SLAMN ,-6, SLAYTON              ,CTR     ,US, MN,3,56,5610
5612,5612,-6, ST. JAMES SOP        ,CPU     ,US, MN,3,56,5601
5617,5617,-6, ISANTI SOP           ,CPU     ,US, MN,3,56,5534
5618,5618,-6, MANKATO SOP          ,CPU     ,US, MN,3,56,5600
5619,ONAAS ,-6, WINONA               ,ARPT    ,US, MN,3,56,5592
5620,WILMN ,-6, WILLMAR              ,CTR     ,US, MN,3,56,5620
5621,GFMN  ,-6, GRANITE FALLS        ,CTR     ,US, MN,3,56,5621
5622,MORMN ,-6, MORRIS               ,CTR     ,US, MN,3,56,5622
5623,5623,-6, GRANITE FALLS CPU    ,CPU     ,US, MN,3,56,5621
5624,5624,-5, SA-SUDBURY           ,CTR     ,CA, ON,12,97,5099
5626,MOXAS ,-6, MORRIS AIR SORT      ,ARPT    ,US, MN,3,56,5622
5627,5627,-6, WILLMAR CPU          ,CPU     ,US, MN,3,56,5620
5628,5628,-6, WILLMAR SOP          ,CPU     ,US, MN,3,56,5620
5629,MMLAS ,-6, MARSHALL AIR SORT    ,ARPT    ,US, MN,3,56,5621
5630,SCLMN ,-6, ST CLOUD-ST CLOUD    ,CTR     ,US, MN,3,56,5630
5631,5631,-6, ST CLOUD EXTENDED    ,CTR     ,US, MN,3,56,5630
5633,5633,-6, SAINT CLOUD CPU      ,CPU     ,US, MN,3,56,5630
5634,5634,-6, MORRIS CPU           ,CPU     ,US, MN,3,56,5622
5636,FFMAS ,-6, FERGUS FALLS AIR SORT,ARPT    ,US, MN,3,56,5652
5638,5638,-6, ST CLOUD SOP         ,CPU     ,US, MN,3,56,5630
5639,ILLAS ,-6, WILLMAR AIR          ,ARPT    ,US, MN,3,56,5620
563BL,563BL ,-6,Customer Location,CSL     ,US, MN,3,56,  563BL 
5640,BRAMN ,-6, BRAINERD             ,CTR     ,US, MN,3,56,5640
5641,WADMN ,-6, WADENA               ,CTR     ,US, MN,3,56,5641
5642,5642,-6, BRAINERD CPU         ,CPU     ,US, MN,3,56,5640
5645,5645,-6, MPLS TWI CPU         ,CPU     ,US, MN,3,56,5549
5646,PKDAS ,-6, PARK RAPIDS AIR SORT ,ARPT    ,US, MN,3,56,5641
5647,5647,-6, BRAINERD SOP         ,CPU     ,US, MN,3,56,5640
5648,5648,-6, WADENA SOP           ,CPU     ,US, MN,3,56,5641
5649,BRDAS ,-6, BRAINERD AIR SORT    ,ARPT    ,US, MN,3,56,5640
5650,5650,-6, FARGO (5810)         ,CTR     ,US, MN,3,56,5819
5651,ALEMN ,-6, ALEXANDRIA           ,CTR     ,US, MN,3,56,5651
5652,FERMN ,-6, FERGUS FALLS (5800)  ,CTR     ,US, MN,3,56,5652
5653,DETMN ,-6, DETROIT LAKES        ,CTR     ,US, MN,3,56,5653
5654,5654,-6, DETROIT LAKES SOP    ,CPU     ,US, MN,3,56,5653
5655,5655,-5, PCL - ONE FINANCIAL E,CTR     ,CA, ON,12,97,5655
5656,DTLAS ,-6, DETROIT LAKES AIR SOR,ARPT    ,US, MN,3,56,5653
5658,5658,-6, ALEXANDRIA SOP       ,CPU     ,US, MN,3,56,5651
5659,AXNAS ,-6, ALEXANDRIA AIR SORT  ,ARPT    ,US, MN,3,56,5651
5660,BEMMN ,-6, BEMIDJI              ,CTR     ,US, MN,3,56,5660
5661,IFAMN ,-6, INTERNTNL FALLS      ,CTR     ,US, MN,3,56,5661
5662,5662,-6, BEMIDJI CPU          ,CPU     ,US, MN,3,56,5660
5665,5665,-5, SA-TIMMINS           ,CTR     ,CA, ON,12,97,5729
5666,5666,-6, SAINT JAMES CPU      ,CPU     ,US, MN,3,56,5601
5667,5667,-6, SLATON CPU           ,CPU     ,US, MN,3,56,5610
5668,5668,-6, ALEXANDRIA CPU       ,CPU     ,US, MN,3,56,5651
5669,BJIAS ,-6, BEMIDJI AIR SORT     ,ARPT    ,US, MN,3,56,5660
5670,THIMN ,-6, THIEF RIVER FALLS    ,CTR     ,US, MN,3,56,5670
5671,GRFMN ,-6, GRAND FORKS (5820)   ,CTR     ,US, MN,3,56,5820
5672,5672,-6, MORRIS SOP           ,CPU     ,US, MN,3,56,5622
5673,5673,-6, WADENA CPU           ,CPU     ,US, MN,3,56,5641
5676,5676,-6,Customer Location,CSL     ,US, MN,3,56,5676
5677,5677,-6, THIEF RIVER CPU      ,CPU     ,US, MN,3,56,5670
5678,5678,-6, THIEF RIVER SOP      ,CPU     ,US, MN,3,56,5670
5679,TVFAS ,-6, THIEF RIVER FLS AIR S,ARPT    ,US, MN,3,56,5670
5685,5685,-5, PCL - METRO WEST EXPO,CTR     ,CA, ON,12,97,5685
5687,5687,-6, SLAYTON SOP          ,CPU     ,US, MN,3,56,5610
5688,5688,-6, GRANITE FALLS SOP    ,CPU     ,US, MN,3,56,5621
5689,INLAS ,-6, INT'L FALLS AIR SORT ,ARPT    ,US, MN,3,56,5661
5690,5690,-6, ROCHESTER CPU        ,CPU     ,US, MN,3,56,5590
5691,5691,-6, ALBERT LEA CPU       ,CPU     ,US, MN,3,56,5591
5692,5692,-6, WINONA CPU           ,CPU     ,US, MN,3,56,5592
5693,5693,-6, FERGUS FALLS CPU     ,CPU     ,US, MN,3,56,5652
5695,5695,-6, MAPLE GROVE TWI CPU  ,CPU     ,US, MN,3,56,5599
5697,5697,-6, ROCHESTER SOP        ,CPU     ,US, MN,3,56,5590
5698,5698,-6, FARIBAULT SOP        ,CPU     ,US, MN,3,56,5502
5699,EDTAB ,-7, EDMONTON HUB         ,HUB     ,CA, AB,12,97,5699
56AS ,ALSAB ,-7, MEET - 373 ST ALBERT ,EX PT   ,CA, AB,12,97,5699
56BJ ,BFLMN ,-6, BEMIDJI FUEL STOP    ,EX PT   ,US, MN,3,56,5660
56DL ,DFLMN ,-6, DETROIT LAKES FUEL   ,EX PT   ,US, MN,3,56,5653
56EL ,ELEMN ,-6, ELLENDALE            ,EX PT   ,US, MN,3,56,5519
56M1 ,METAB ,-7, MEET - 10920 170 ST  ,EX PT   ,CA, AB,12,97,5699
56M2 ,MTAAB ,-7, MEET - 9499 137 AVE  ,EX PT   ,CA, AB,12,97,5699
56M3 ,MTBAB ,-7, MEET - 10304 109 ST  ,EX PT   ,CA, AB,12,97,5699
56M4 ,MTCAB ,-7, MEET - 10940 120 ST  ,EX PT   ,CA, AB,12,97,5699
56M5 ,MTDAB ,-7, MEET - 3210 118 AVE  ,EX PT   ,CA, AB,12,97,5699
56M6 ,MTEAB ,-7, MEET - 4950 137 AVE  ,EX PT   ,CA, AB,12,97,5699
56M7 ,MSWAB ,-7, MEET - 9503 12 AVE SW,EX PT   ,CA, AB,12,97,5699
56M8 ,MRHAB ,-7, MEET- 2430 RABBIT HIL,EX PT   ,CA, AB,12,97,5699
56MB ,MARAB ,-7, MEET - 1000 AIRPORT R,EX PT   ,CA, AB,12,97,5699
56MF ,MFSMN ,-6, MANKATO FUEL STOP    ,EX PT   ,US, MN,3,56,5600
56NA ,ADRMN ,-6, ADRIAN               ,EX PT   ,US, MN,3,56,5610
56NC ,56NC  ,-6, CLEARWATER           ,EX PT   ,US, MN,3,56,5630
56NE ,56NE  ,-6, JACKSON              ,EX PT   ,US, MN,3,56,5610
56NF ,56NF  ,-6, MSP AIRPORT TERMINAL ,EX PT   ,US, MN,3,56,5519
56NH ,56NH  ,-6, RODGERS              ,EX PT   ,US, MN,3,56,5549
56NJ ,56NJ  ,-6, SPIOR                ,EX PT   ,US, WI,3,56,5580
56NK ,56NK  ,-6, STARBUCK             ,EX PT   ,US, MN,3,56,5622
56NN ,56NN  ,-6, WORTHINGTON          ,EX PT   ,US, MN,3,56,5610
56SA ,SAMMN ,-6, S/A TRUCK STOP - I90 ,EX PT   ,US, MN,3,56,5591
56TX ,TEXGF ,-6, TEXCOCO              ,FRT     ,US, TX,27,8,7832
56WA ,WADAS ,-6, WADENA AIRPORT       ,ARPT    ,US, MN,3,56,5641
56ZJ ,ZXJMN ,-6, CBP INTERNATIONAL FAL,EX PT   ,US, MN,27,8,5573
5700,VERSD ,-6, VERMILLION           ,CTR     ,US, SD,3,56,5700
5701,BROSD ,-6, BROOKINGS            ,CTR     ,US, SD,3,56,5701
5704,SFLGF ,-6, SIOUX FALLS          ,FRT     ,US, SD,27,8,5704
5707,S570S ,-6, SIOUX FALLS APT - S57,STS     ,US, SD,3,56,5719
5708,5708,-6, SIOUX FALLS-GT 2000  ,CPU     ,US, SD,3,56,5719
5709,FSDAS ,-6, SIOUX FALLS AIR GATEW,ARPT    ,US, SD,3,56,5709
5710,5710,-6, SIOUX FALLS          ,CTR     ,US, SD,3,56,5719
5714,S571N ,-6, SIOUX FALLS-S571N    ,STS     ,US, SD,3,56,5719
5715,5715,-6, SIOUX FALLS-ON CALL  ,ACTR    ,US, SD,3,56,5719
5717,SFASD ,-6, SIOUX FALLS          ,DSH     ,US, SD,3,56,5719
5718,5718,-6, SIOUX FALLS          ,CPU     ,US, SD,3,56,5719
5719,SIOSD ,-6, SIOUX FALLS          ,HUB     ,US, SD,3,56,5719
5720,WATSD ,-6, WATERTOWN            ,CTR     ,US, SD,3,56,5720
5721,S571S ,-6, SIOUX FALLS - S571S  ,STS     ,US, SD,3,56,5719
5722,S571D ,-6, SIOUX FALLS - S571D  ,STS     ,US, SD,3,56,5719
5725,5725,-5, PCL - DOWNSVIEW EXPOR,CTR     ,CA, ON,12,97,5725
5728,5728,-6, WATERTOWN CPU        ,CPU     ,US, SD,3,56,5720
5729,5729,-5, SA-TIMMINS BLDG      ,HUB     ,CA, ON,12,97,5729
5730,MITSD ,-6, MITCHELL             ,CTR     ,US, SD,3,56,5730
5733,HURSD ,-6, HURON                ,CTR     ,US, SD,3,56,5733
5734,5734,-6, SIOUX CITY (5110)    ,CTR     ,US, SD,3,55,5119
5738,5738,-6, MITCHELL CPU         ,CPU     ,US, SD,3,56,5730
5739,5739,-6, NAUCALPAN HUB        ,HUB     ,MX,   ,13,21,5739
5740,ABESD ,-6, ABERDEEN             ,CTR     ,US, SD,3,56,5740
5742,5742,-6, FERGUS FALLS SOP     ,CPU     ,US, MN,3,56,5652
5743,5743,-6, DETROIT LAKES CPU    ,CPU     ,US, MN,3,56,5653
5747,HDEAF ,-7, CARTCO DEN HUB       ,FRT     ,US, CO,27,5,5747
574AB,574AB ,-6, ABERDEEN CPU         ,CPU     ,US, SD,3,56,5740
5750,PIESD ,-6, PIERRE               ,CTR     ,US, SD,3,56,5750
5752,5752,-5, CPU TORONTO NIGHT    ,CPU     ,CA, ON,12,97,4579
5753,WINSD ,-6, WINNER (6920)        ,CTR     ,US, SD,3,56,5753
5755,5755,-5, SA-SAULT STE MARIE   ,CTR     ,CA, ON,12,97,2089
5758,5758,-6, POLARIS INDUSTRIES IN,CPU     ,US, SD,3,56,5700
5759,CLMMX ,-6, COLOMBIA             ,HUB     ,MX,   ,13,21,5759
5760,MOBSD ,-6, MOBRIDGE             ,CTR     ,US, SD,3,56,5760
5767,5767,-6, ONE WORLD CPU        ,CPU     ,US, SD,3,56,5760
5768,5768A ,-6, BROOKINGS CPU        ,CPU     ,US, SD,3,56,5701
5769,5769,-5, TORONTO BYPASS INT'L ,HUB     ,CA, ON,12,97,4579
5770,RAPSD ,-7, RAPID CITY-RAPID CTY ,CTR     ,US, SD,3,56,5770
5771,STUSD ,-7, STURGIS (8271)       ,CTR     ,US, SD,3,56,5771
5778,5778,-7, RAPID CITY CPU       ,CPU     ,US, SD,3,56,5770
5782,5782,-6, INTL FALLS CPU       ,CPU     ,US, MN,3,56,5661
5783,5783,-6, INT FALLS SOP        ,CPU     ,US, MN,3,56,5661
5788,5788,-7, DICKINSON (5860)     ,CTR     ,US, SD,3,56,5860
5789,RAPAS ,-7, RAPID CITY AIR SORT  ,ARPT    ,US, SD,3,56,5770
57AB ,ABRSD ,-6, ABERDEEN AIR EXCHANGE,EX PT   ,US, SD,3,56,5740
57AR ,ABRAS ,-6, ABERDEEN AIR         ,ARPT    ,US, SD,3,56,5740
57AT ,57AT  ,-6, WATERTOWN AIR        ,ARPT    ,US, SD,3,56,5720
57BK ,BKXSD ,-6, BROOKINGS AIR EXCHANG,EX PT   ,US, SD,3,56,5701
57CS ,C76SD ,-6, CONNIE'S 76 TRUCK STO,EX PT   ,US, SD,3,56,5700
57CT ,CTSSD ,-6, CENEX TRUCK STOP     ,EX PT   ,US, SD,3,56,5730
57ED ,EDWSD ,-6, EDWARD'S OIL CO. WINN,EX PT   ,US, SD,3,56,5753
57HO ,HONAS ,-6, HURON AIR            ,ARPT    ,US, SD,3,56,5733
57HU ,HONSD ,-6, HURON AIR EXCHANGE   ,EX PT   ,US, SD,3,56,5733
57IC ,ICRAS ,-6, WINNER SO. DAK AIR   ,ARPT    ,US, SD,3,56,5753
57IS ,ISDSD ,-6, WINNER SO. DAK AIRPOR,EX PT   ,US, SD,3,56,5753
57KA ,KADSD ,-6, KADOKA               ,EX PT   ,US, SD,3,56,5750
57KI ,KIMSD ,-6, KIMBALL              ,EX PT   ,US, SD,3,56,5730
57MB ,MBRSD ,-6, MOBRIDGE AIR EXCHANGE,EX PT   ,US, SD,3,56,5760
57MM ,57MM  ,-6, MOBRIDGE AIR         ,ARPT    ,US, SD,3,56,5760
57MT ,MHESD ,-6, MITCHELL AIR EXCHANGE,EX PT   ,US, SD,3,56,5730
57MU ,MURSD ,-7, MURDO                ,EX PT   ,US, SD,3,56,5770
57NB ,EDGSD ,-7, EDGEMONT             ,EX PT   ,US, SD,3,56,5770
57ND ,GETSD ,-6, GETTYSBURG           ,EX PT   ,US, SD,3,56,5750
57NG ,57NG  ,-6, KENNEBEC             ,EX PT   ,US, SD,3,56,5750
57NR ,57NR  ,-6, ROSCOE               ,EX PT   ,US, SD,3,56,5740
57OA ,OACSD ,-6, OACOMA               ,EX PT   ,US, SD,3,56,5753
57PE ,PIRSD ,-6, PIERRE AIR EXCHANGE  ,EX PT   ,US, SD,3,56,5750
57PI ,PIRAS ,-6, PIERRE AIR           ,ARPT    ,US, SD,3,56,5750
57PL ,PLASD ,-6, PLANKINTON TRUCK STOP,EX PT   ,US, SD,3,56,5730
57PR ,PRESD ,-6, PRESHO               ,EX PT   ,US, SD,3,56,5750
57RA ,RAYND ,-6, RAY                  ,EX PT   ,US, ND,3,56,5880
57RE ,REDSD ,-6, REDFIELD             ,EX PT   ,US, SD,3,56,5740
57SC ,NSCSD ,-6, NORTH SIOUX CITY     ,EX PT   ,US, SD,3,56,5700
57SE ,SPESD ,-6, SPENCER              ,EX PT   ,US, SD,3,56,5730
57SH ,SHESD ,-6, SHELL STATION XPT - S,EX PT   ,US, SD,3,56,5740
57SI ,SISSD ,-6, SISSETON EXCHANGE PT ,EX PT   ,US, SD,3,56,5720
57SR ,STSSD ,-6, STARLITE TRUCK STOP  ,EX PT   ,US, SD,3,56,5740
57ST ,STOSD ,-6, STONE'S TRUCK STOP   ,EX PT   ,US, SD,3,56,5720
57SU ,SUMSD ,-6, SUMMMIT              ,EX PT   ,US, SD,3,56,5720
57VI ,VIVSD ,-6, VIVIAN               ,EX PT   ,US, SD,3,56,5750
57VR ,VRMSD ,-6, VERMILLION AIR EXCHAN,EX PT   ,US, SD,3,56,5700
57WA ,WALSD ,-7, WALL                 ,EX PT   ,US, SD,3,56,5770
57WT ,ATYSD ,-6, WATERTOWN AIR EXCHANG,EX PT   ,US, SD,3,56,5720
5800,5800,-6, FERGUS FALLS (5652)  ,CTR     ,US, ND,3,56,5652
5805,5805,-5, ONTARIO HIGH - SERVIC,CTR     ,CA, ON,12,97,5279
5808,S581N ,-6, FARGO-S581N          ,STS     ,US, ND,3,56,5819
5809,FARAS ,-6, FARGO AIR SORT       ,ARPT    ,US, ND,3,56,5809
5810,5810,-6, FARGO (5650)         ,CTR     ,US, ND,3,56,5819
5813,FARGF ,-6, FARGO                ,FRT     ,US, ND,27,8,5813
5814,S581D ,-6, SWANSON - NIGHT CPU  ,CPU     ,US, ND,3,56,5819
5815,S581S ,-6, FARGO - S581S        ,STS     ,US, ND,3,56,5819
5817,FRGND ,-6, FARGO                ,DSH     ,US, ND,3,56,5819
5818,5818,-6, FARGO                ,CPU     ,US, ND,3,56,5819
5819,FARND ,-6, FARGO                ,HUB     ,US, ND,3,56,5819
5820,GRAND ,-6, GRAND FORKS (5671)   ,CTR     ,US, ND,3,56,5820
5825,5825,-6, GRAND FORKS- UPS FSB ,CPU     ,US, ND,3,56,5820
5828,5828,-6, GRAND FORKS CPU      ,CPU     ,US, ND,3,56,5820
5829,GFKAS ,-6, GRAND FORKS AIR SORT ,ARPT    ,US, ND,3,56,5820
5830,DEVND ,-6, DEVILS LAKE          ,CTR     ,US, ND,3,56,5830
5839,PMBND ,-6, PEMBINA IMPORT SITE  ,HUB     ,US, ND,3,56,5839
5840,JAMND ,-6, JAMESTOWN            ,CTR     ,US, ND,3,56,5840
5850,5850,-6, BISMARCK-BISMARCK    ,CTR     ,US, ND,3,56,5859
5854,S585N ,-6, BISMARCK - S585N     ,STS     ,US, ND,3,56,5859
5855,5855,-5, SA-FORT FRANCES      ,CTR     ,CA, ON,12,97,5855
5857,5857,-6, BISMARK              ,DSH     ,US, ND,3,56,5859
5858,5858,-6, BISMARCK CPU         ,CPU     ,US, ND,3,56,5859
5859,BISND ,-6, BISMARCK             ,HUB     ,US, ND,3,56,5859
5860,DICND ,-7, DICKINSON            ,CTR     ,US, ND,3,56,5860
5869,BISAS ,-6, BISMARCK AIR SORT    ,ARPT    ,US, ND,3,56,5859
5870,MINND ,-6, MINOT                ,CTR     ,US, ND,3,56,5870
5871,RFDAF ,-6, CARTCO RFD SERVICE CE,FRT     ,US, IL,27,5,5871
5878,MNEND ,-6, MINOT EXTENDED       ,CTR     ,US, ND,3,56,5870
5880,WILND ,-6, WILLISTON            ,CTR     ,US, ND,3,56,5880
5881,5881,-5, SA-THUNDER BAY       ,CTR     ,CA, ON,12,97,2069
5882,5882,-5, SA-KENORA            ,CTR     ,CA, ON,12,97,5882
5884,TEPMX ,-7, TEPIC                ,CTR     ,MX,   ,13,21,5884
5887,WLEND ,-6, WILLISTON EXTENDED   ,CTR     ,US, ND,3,56,5880
58DI ,DIKAS ,-7, DICKINSON AIR        ,ARPT    ,US, ND,3,56,5860
58DK ,DIKND ,-7, DICKINSON AIR EXCHANG,EX PT   ,US, ND,3,56,5860
58DL ,DVLND ,-6, DEVIL'S LAKE AIR EXCH,EX PT   ,US, ND,3,56,5830
58DV ,DVLAS ,-6, DEVIL'S LAKE AIR     ,ARPT    ,US, ND,3,56,5830
58FO ,ZFOND ,-6, GRAND FORKS          ,EX PT   ,US, ND,27,8,5813
58IS ,ISNAS ,-6, WILLISTON AIR        ,ARPT    ,US, ND,3,56,5880
58JA ,JMSND ,-6, JAMESTOWN AIR EXCHANG,EX PT   ,US, ND,3,56,5840
58JM ,JMSAS ,-6, JAMESTOWN AIR        ,ARPT    ,US, ND,3,56,5840
58LI ,LINND ,-6, LINTON               ,EX PT   ,US, ND,3,56,5859
58MN ,MOTND ,-6, MINOT AIR EXCHANGE   ,EX PT   ,US, ND,3,56,5870
58MO ,MORGF ,-6, MORELIA              ,FRT     ,US, TX,27,8,7832
58MT ,MOTAS ,-6, MINOT AIR            ,ARPT    ,US, ND,3,56,5870
58PE ,PEMND ,-6, PEMBINA              ,EX PT   ,US, ND,3,56,5820
58Q  ,58Q   ,-8, PETALUMA             ,ARPT    ,US, CA,22,65,9491
58ST ,STEND ,-6, STEELE EX PT         ,EX PT   ,US, ND,3,56,5840
58WL ,ISNND ,-6, WILLISTON AIR EXCHANG,EX PT   ,US, ND,3,56,5880
58XP ,ZXPND ,-6, CBP PEMBINA          ,EX PT   ,US, ND,27,8,5813
5900,SHERI ,-7, SHERIDAN (8280)      ,CTR     ,US, MT,3,76,8280
5907,5907,-7, LEWISTOWN CPU        ,CPU     ,US, MT,3,76,5941
5909,HVRAS ,-7, HAVRE AIR SORT       ,ARPT    ,US, MT,3,76,5950
5910,5910,-7, BILLINGS-BILLINGS    ,CTR     ,US, MT,3,76,5919
5911,S591A ,-7, BILLINGS - S591A     ,STS     ,US, MT,3,76,5919
5915,S591D ,-7, BILLINGS-S591D       ,STS     ,US, MT,3,76,5919
5917,5917,-7, BILLINGS             ,DSH     ,US, MT,3,76,5919
5918,5918,-7, BILLINGS CPU         ,CPU     ,US, MT,3,76,5919
5919,BILMT ,-7, BILLINGS             ,HUB     ,US, MT,3,76,5919
5920,WOLMT ,-7, WOLF POINT           ,CTR     ,US, MT,3,76,5920
5921,MALMT ,-7, MALTA                ,CTR     ,US, MT,3,76,5920
5922,S592S ,-7, BILLINGS AIR SORT - S,STS     ,US, MT,3,76,5919
5923,BRRMT ,-7, BURLINGTON (BILLINGS ,RAIL YD ,US, MT,3,76,5919
5929,BILAS ,-7, BILLINGS AIR SORT    ,ARPT    ,US, MT,3,76,5929
5930,MCIMT ,-7, MILES CITY           ,CTR     ,US, MT,3,76,5930
5931,GLEMT ,-7, GLENDIVE             ,CTR     ,US, MT,3,76,5931
5932,BROMT ,-7, BROADUS              ,CTR     ,US, MT,3,76,5930
5938,5938,-7, MILES CITY CPU       ,CPU     ,US, MT,3,76,5930
5939,GTFAS ,-7, GREAT FALLS AIR SORT ,ARPT    ,US, MT,3,76,5940
5940,GFAMT ,-7, GREAT FALLS          ,CTR     ,US, MT,3,76,5940
5941,LEWMT ,-7, LEWISTOWN            ,CTR     ,US, MT,3,76,5941
5942,CBAMT ,-7, CUT BANK             ,CTR     ,US, MT,3,76,5942
5943,5943,-7, CUT BANK - UPS FSB   ,CPU     ,US, MT,3,76,5942
5945,AIRGF ,-7, GREAT FALLS(GREAT FL ,ARPT    ,US, MT,3,76,5940
5950,HAVMT ,-7, HAVRE                ,CTR     ,US, MT,3,76,5950
5951,LWTAS ,-7, LEWISTOWN AIR SORT   ,ARPT    ,US, MT,3,76,5941
5959,OLFAS ,-7, WOLF POINT AIR SORT  ,ARPT    ,US, MT,3,76,5920
5960,5960,-7, HELENA               ,CTR     ,US, MT,3,76,5969
5961,ATNAS ,-7, HELENA               ,ARPT    ,US, MT,3,76,5969
5964,S596N ,-7, HELENA - S596N       ,STS     ,US, MT,3,76,5969
5965,5965,-5, PCL-ONTARIO HUB      ,CTR     ,CA, ON,12,97,5965
5968,HNCPU ,-7, HELENA N CPU         ,CPU     ,US, MT,3,76,5969
5969,HELMT ,-7, HELENA               ,HUB     ,US, MT,3,76,5969
5970,BUTMT ,-7, BUTTE                ,CTR     ,US, MT,3,76,5970
5971,BOZMT ,-7, BOZEMAN (8210)       ,CTR     ,US, MT,3,76,5971
5972,RBZMT ,-7, BOZEMAN PEAK REMOTE  ,CTR     ,US, MT,3,76,5971
5973,BTMAS ,-7, BUTTE AIR SORT       ,ARPT    ,US, MT,3,76,5970
5974,BZNAS ,-7, BOZEMAN AIR SORT     ,ARPT    ,US, MT,3,76,5971
5975,5975,-5, PCL - ONTARIO        ,CTR     ,CA, ON,12,97,2069
5977,MLSAS ,-7, MILES CITY AIR SORT  ,ARPT    ,US, MT,3,76,5930
5978,5978,-7, BOZEMAN CPU          ,CPU     ,US, MT,3,76,5971
5979,GDVAS ,-7, GLENDIVE AIR SORT    ,ARPT    ,US, MT,3,76,5931
5980,MISMT ,-7, MISSOULA             ,CTR     ,US, MT,3,76,5980
5982,S598S ,-7, MT EXPORT-S598S      ,STS     ,US, MT,3,76,5969
5983,5983,-5, PCL - WINDSOR EXPORT ,CTR     ,CA, ON,12,97,5983
5984,MSOAS ,-7, MISSOULA AIR SORT    ,ARPT    ,US, MT,3,76,5980
5985,FCAAS ,-7, KALISPELL AIR SORT   ,ARPT    ,US, MT,3,76,5990
5987,5987,-5, CPU OWEN SOUND       ,CPU     ,CA, ON,12,97,5225
5988,5988,-7, MISSOULA CPU         ,CPU     ,US, MT,3,76,5980
5989,MEXMT ,-7, MONTANA EXPORT HUB   ,HUB     ,US, MT,3,76,5969
5990,KALMT ,-7, KALISPELL            ,CTR     ,US, MT,3,76,5990
5991,LIBMT ,-7, LIBBY                ,CTR     ,US, MT,3,76,5991
5992,S59AS ,-7, LIBBY AIR SORT       ,ARPT    ,US, MT,3,76,5991
5993,KALGF ,-7, KALISPELL            ,FRT     ,US, MT,27,8,5993
5996,PALGF ,-6, PALATINE             ,FRT     ,US, IL,27,8,5996
5999,CTBAS ,-7, CUT BANK AIR SORT    ,ARPT    ,US, MT,3,76,5942
59AM ,AMAMT ,-7, APPLIED MATERIALS    ,EX PT   ,US, MT,3,76,5990
59BO ,BOUMT ,-7, BOULDER EXCHANGE     ,EX PT   ,US, MT,3,76,5969
59DI ,DILMT ,-7," DILLON, MT           ",EX PT   ,US, MT,3,76,5970
59GF ,ZGLMT ,-7, GREAT FALLS          ,EX PT   ,US, MT,27,8,5993
59HA ,HATMT ,-7," HATHAWAY, MT         ",EX PT   ,US, MT,3,76,5930
59MA ,MLKAP ,-7, MALTA MT AIRPORT     ,ARPT    ,US, MT,3,76,5920
59NA ,BSKMT ,-7, BIG SKY              ,EX PT   ,US, MT,3,76,5971
59NB ,59NB  ,-7, BAKER                ,EX PT   ,US, MT,3,76,5931
59NC ,59NC  ,-7, BELT                 ,EX PT   ,US, MT,3,76,5940
59ND ,BTIMT ,-7, BIG TIMBER           ,EX PT   ,US, MT,3,76,5971
59NF ,CJCMT ,-7, CLEARWATER JCT       ,EX PT   ,US, MT,3,76,5980
59NG ,COLMT ,-7, COLUMBUS             ,EX PT   ,US, MT,3,76,5919
59NH ,ECOMT ,-7, EDDYE'S CORNER       ,EX PT   ,US, MT,3,76,5941
59NJ ,FORMT ,-7, FORSYTH              ,EX PT   ,US, MT,3,76,5930
59NK ,GLAMT ,-7, GLASGOW              ,EX PT   ,US, MT,3,76,5920
59NM ,HARMT ,-7, HARDIN               ,EX PT   ,US, MT,3,76,5919
59NN ,HALMT ,-7, HARLOWTON            ,EX PT   ,US, MT,3,76,5941
59NP ,JGAMT ,-7, JUDITH GAP           ,EX PT   ,US, MT,3,76,5941
59NR ,PLAMT ,-7, PLAINS               ,EX PT   ,US, MT,3,76,5980
59NS ,POLMT ,-7, POLSON               ,EX PT   ,US, MT,3,76,5990
59NT ,RAYMT ,-7, RAYNSFORD            ,EX PT   ,US, MT,3,76,5940
59NU ,SREMT ,-7, ST REGIS             ,EX PT   ,US, MT,3,76,5980
59NV ,STAMT ,-7, STANFORD             ,EX PT   ,US, MT,3,76,5941
59NW ,SGRMT ,-7, SWEET GRASS          ,EX PT   ,US, MT,3,76,5942
59NX ,TFOMT ,-7, THREE FORKS          ,EX PT   ,US, MT,3,76,5971
59NY ,TOWMT ,-7, TOWNSEND             ,EX PT   ,US, MT,3,76,5969
59NZ ,ROCMT ,-7, ROCKER MONTANA       ,EX PT   ,US, MT,3,76,5970
59ON ,NORMT ,-7, NORCO                ,EX PT   ,US, MT,3,76,5990
