,SLIC,SLIC_State
9039,9.70E+04, OR
9040,9.70E+05, OR
9041,9.70E+06, OR
9042,9.70E+07, OR
9043,9.70E+08, OR
9044,9.70E+09, OR
9045,97EF , OR
9046,97EN , OR
9047,97EU , OR
9048,97FN , OR
9049,97FO , OR
9050,97GL , OR
9051,97GO , OR
9052,97GR , OR
9053,97GS , OR
9054,97HI , OR
9055,97HJ , OR
9056,97HL , OR
9057,97HM , OR
9058,97HO , OR
9059,97HP , OR
9060,97HQ , NB
9061,97HR , NB
9062,97JN , OR
9063,97KF , OR
9064,97LA , OR
9065,97LG , OR
9066,97LV , OR
9067,97LX , OR
9068,97LY , ON
9069,97MD , TX
9070,97ME , OR
9071,97MI , OR
9072,97MM , OR
9073,97MQB, NB
9074,97MS , OR
9075,97MW , NB
9076,97MX , OR
9077,97MZ , NB
9078,97NA , OR
9079,97NB , OR
9080,97NC , OR
9081,97ND , OR
9082,97NE , OR
9083,97NF , OR
9084,97NG , OR
9085,97NH , OR
9086,97NJ , OR
9087,97NK , OR
9088,97NL , OR
9089,97NM , OR
9090,97NN , OR
9091,97NP , OR
9092,97NQ , OR
9093,97NR , OR
9094,97NS , OR
9095,97NT , OR
9096,97NU , OR
9097,97NV , OR
9098,97NW , OR
9099,97NX , OR
9100,97NY , OR
9101,97PA , OR
9102,97PB , OR
9103,97PD , OR
9104,97PQ , NB
9105,97PR , OR
9106,97PT , OR
9107,97PV , OR
9108,97PX , OR
9109,97RA , OR
9110,97RD , OR
9111,97RM , OR
9112,97RP , OR
9113,97RU , OR
9114,97RX , OR
9115,97RY , NB
9116,97SC , OR
9117,97SF , OR
9118,97SI , OR
9119,97SL , OR
9120,97SS , OR
9121,97SW , OR
9122,97SX , OR
9123,97T1 , OR
9124,97T2 , OR
9125,97T3 , OR
9126,97TF , OR
9127,97TI , OR
9128,97UX , OR
9129,97WT , OR
9130,97YD , OR
9131,9800, WA
9132,9801, WA
9133,9802, WA
9134,9803, WA
9135,9804, WA
9136,9805, WA
9137,9806, WA
9138,9807, WA
9139,9808, WA
9140,9809, WA
9141,980AM, WA
9142,980PP, WA
9143,9810, WA
9144,9811, WA
9145,9812, WA
9146,9813, WA
9147,9814, WA
9148,9815, WA
9149,9816, WA
9150,9817, WA
9151,9818, WA
9152,9819, WA
9153,981AM, WA
9154,981S , ID
9155,9820, WA
9156,9821, WA
9157,9822, WA
9158,9823, WA
9159,9824, WA
9160,9825, WA
9161,9826, WA
9162,9827, WA
9163,9828, WA
9164,9829, WA
9165,9830, WA
9166,9831, WA
9167,9832, WA
9168,9833, WA
9169,9834, WA
9170,9835, WA
9171,9837, WA
9172,9838, WA
9173,9839, WA
9174,9840, WA
9175,9841, OR
9176,9842, OR
9177,9843, OR
9178,9844, OR
9179,9845, OR
9180,9846, WA
9181,9847, WA
9182,9848, WA
9183,9849, WA
9184,984NI, WA
9185,984TW, WA
9186,9850, WA
9187,9851, WA
9188,9852, WA
9189,9853, WA
9190,9854, WA
9191,9855, WA
9192,9856, WA
9193,9857, WA
9194,9858, WA
9195,9859, WA
9196,9860, WA
9197,9861, WA
9198,9862, WA
9199,9863, WA
9200,9864, WA
9201,9865, WA
9202,9866, WA
9203,9867, WA
9204,9868, WA
9205,9869, WA
9206,9870, WA
9207,9871, WA
9208,9872, WA
9209,9873, WA
9210,9875, WA
9211,9876, WA
9212,9877, WA
9213,9878, WA
9214,9879, WA
9215,987AM, WA
9216,9880, WA
9217,9881, WA
9218,9882, WA
9219,9884, WA
9220,9885, WA
9221,9886, WA
9222,9886Z, WA
9223,9887, WA
9224,9888, WA
9225,9889, WA
9226,9890, WA
9227,9891, WA
9228,9894, WA
9229,9895, WA
9230,9896, WA
9231,9897, WA
9232,9898, WA
9233,9899, WA
9234,989YK, WA
9235,98AQ , WA
9236,98AR , WA
9237,98BB , WA
9238,98BP , CA
9239,98C8 , WA
9240,98CL , WA
9241,98CM , WA
9242,98CN , WA
9243,98CO , WA
9244,98CP , ID
9245,98CQ , WA
9246,98CR , WA
9247,98CS , WA
9248,98CT , WA
9249,98CU , WA
9250,98CV , WA
9251,98CW , WA
9252,98CX , WA
9253,98CY , WA
9254,98DA , WA
9255,98DB , WA
9256,98DD , WA
9257,98DF , WA
9258,98DG , WA
9259,98DH , WA
9260,98DI , WA
9261,98DJ , WA
9262,98DK , WA
9263,98DL , WA
9264,98DM , WA
9265,98DN , WA
9266,98DO , WA
9267,98DS , WA
9268,98DV , WA
9269,98DW , WA
9270,98DY , NS
9271,98EM , WA
9272,98ES , ID
9273,98FB , WA
9274,98FP , WA
9275,98FS , WA
9276,98GM , WA
9277,98GO , WA
9278,98GS , WA
9279,98GT , WA
9280,98GV , WA
9281,98HA , WA
9282,98HB , WA
9283,98HC , WA
9284,98HD , ID
9285,98HG , ID
9286,98HT , WA
9287,98HX , ID
9288,98IB , ID
9289,98IQ , WA
9290,98JC , WA
9291,98JD , WA
9292,98JE , WA
9293,98JY , WA
9294,98KA , WA
9295,98KF , WA
9296,98KS , ID
9297,98LA , WA
9298,98LC , WA
9299,98LE , ID
9300,98LG , CA
9301,98LH , WA
9302,98LI , ID
9303,98LW , WA
9304,98LY , WA
9305,98MB , WA
9306,98ME , WA
9307,98MF , ID
9308,98MJ , WA
9309,98MM , WA
9310,98MP , WA
9311,98MT , WA
9312,98NA , WA
9313,98NB , ID
9314,98NC , WA
9315,98ND , WA
9316,98NE , WA
9317,98NF , WA
9318,98NG , ID
9319,98NH , WA
9320,98NI , WA
9321,98NJ , WA
9322,98NK , WA
9323,98NL , WA
9324,98NM , WA
9325,98NN , WA
9326,98NO , WA
9327,98NP , WA
9328,98NQ , WA
9329,98NR , WA
9330,98NS , WA
9331,98NT , WA
9332,98NU , WA
9333,98NV , WA
9334,98NW , WA
9335,98NX , WA
9336,98NY , WA
9337,98NZ , WA
9338,98OI , ID
9339,98OM , WA
9340,98OS , WA
9341,98OX , WA
9342,98OY , WA
9343,98PA , WA
9344,98PB , WA
9345,98PC , WA
9346,98PE , WA
9347,98PF , WA
9348,98PI , ID
9349,98PJ , WA
9350,98PK , WA
9351,98PL , WA
9352,98PM , WA
9353,98PO , WA
9354,98PS , WA
9355,98PV , WA
9356,98PX , WA
9357,98PZ , NS
9358,98QA , WA
9359,98QB , WA
9360,98QC , WA
9361,98QD , WA
9362,98QE , WA
9363,98QF , WA
9364,98QG , WA
9365,98QH , WA
9366,98QI , WA
9367,98QJ , WA
9368,98QK , WA
9369,98RB , ID
9370,98RC , WA
9371,98RI , ID
9372,98RL , WA
9373,98RR , NS
9374,98RW , WA
9375,98S1 , ID
9376,98SA , WA
9377,98SB , WA
9378,98SC , WA
9379,98SD , WA
9380,98SE , WA
9381,98SG , WA
9382,98SI , NS
9383,98SJ , NL
9384,98SM , ID
9385,98SO , WA
9386,98SQ , WA
9387,98SS , ID
9388,98SV , ID
9389,98SW , WA
9390,98SX , WA
9391,98TC , WA
9392,98TH , WA
9393,98TL , WA
9394,98TM , WA
9395,98TT , WA
9396,98TW , WA
9397,98UB , WA
9398,98UG , ID
9399,98UH , ID
9400,98UN , WA
9401,98US , WA
9402,98UT , WA
9403,98VD , WA
9404,98VR , WA
9405,98VS , WA
9406,98VX , WA
9407,98WB , WA
9408,98WC , ID
9409,98WI , CA
9410,98WM , WA
9411,98WV , WA
9412,98XB , WA
9413,98XP , ID
9414,98XQ , WA
9415,98YC , WA
9416,98ZA , WA
9417,98ZB , WA
9418,98ZC , WA
9419,98ZD , WA
9420,98ZE , WA
9421,98ZF , WA
9422,98ZI , WA
9423,98ZL , WA
9424,98ZS , WA
9425,98ZT , TX
9426,9900, WA
9427,9902, WA
9428,9903, WA
9429,9905, AK
9430,9907, WA
9431,9908, AK
9432,9909, WA
9433,990TK, WA
9434,9910, WA
9435,9911, WA
9436,9912, WA
9437,9913, WA
9438,9914, WA
9439,9915, WA
9440,9915Z, WA
9441,9916, WA
9442,9918, WA
9443,9919, WA
9444,9920, WA
9445,9921, WA
9446,9922, WA
9447,9923, WA
9448,9924, WA
9449,9925, WA
9450,9926, WA
9451,9927, WA
9452,9928, WA
9453,9929, WA
9454,9930, WA
9455,9931, WA
9456,9932, WA
9457,9933, WA
9458,9934, WA
9459,9935, WA
9460,9936, WA
9461,9938, WA
9462,9939, WA
9463,9940, WA
9464,9942, ID
9465,9945, WA
9466,9946, ID
9467,9947, WA
9468,9948, WA
9469,9949, WA
9470,9950, AK
9471,9951, WA
9472,9954, AK
9473,9955, AK
9474,9956, AK
9475,9957, AK
9476,9958, WA
9477,9959, AK
9478,9960, AK
9479,9961, AK
9480,9962, AK
9481,9963, AK
9482,9964, AK
9483,9965, AK
9484,9966, AK
9485,9967, AK
9486,9968, AK
9487,9969, AK
9488,9970, AK
9489,9971, AK
9490,9972, AK
9491,9974, AK
9492,9975, AK
9493,9976, AK
9494,9977, AK
9495,9978, WA
9496,9981, BC
9497,9982, BC
9498,9983, BC
9499,9985, NS
9500,9986, QC
9501,9988, WA
9502,9989, WA
9503,998DA, WA
9504,998NI, WA
9505,998TW, WA
9506,9990, WA
9507,9991, WA
9508,99A2 , CA
9509,99CV , WA
9510,99CW , WA
9511,99CZ , CA
9512,99DP , WA
9513,99EM , WA
9514,99FA , AK
9515,99FC , CA
9516,99GS , QC
9517,99HO , AK
9518,99KE , AK
9519,99KM , AK
9520,99KO , AK
9521,99MT , CA
9522,99NH , WA
9523,99OG , WA
9524,99PC , AK
9525,99PN , WA
9526,99PO , WA
9527,99PS , WA
9528,99RS , WA
9529,99SL , QC
9530,99TR , WA
9531,99TV , WA
9532,99UP , ID
9533,99US , WA
9534,99VV , CA
9535,99WA , WA
9536,99WS , AK
9537,A066C, CT
9538,A400C, KY
9539,A402C, KY
9540,A405C, KY
9541,ABE  , PA
9542,ABI  , TX
9543,ABQ  , NM
9544,ABR  , SD
9545,ABY  , GA
9546,ACK  , MA
9547,ACT  , TX
9548,ACV  , CA
9549,ADC  , MN
9550,ADQ  , AK
9551,AEL  , MN
9552,AGS  , GA
9553,AGU  ,   
9554,AHD  , OK
9555,AHM  , OR
9556,AIA  , NE
9557,ALB  , NY
9558,ALM  , NM
9559,ALS  , CO
9560,ALW  , WA
9561,AM88 , CA
9562,AMA  , TX
9563,AML  , NM
9564,ANC  , AK
9565,AND  , SC
9566,AOJ  , NC
9567,APA  , CO
9568,APF  , FL
9569,APN  , MI
9570,ART  , NY
9571,ASE  , CO
9572,AST  , OR
9573,ASW  , IN
9574,ASW9 , IN
9575,ATL  , GA
9576,ATN  , MT
9577,ATW  , WI
9578,ATW9 , WI
9579,ATY  , SD
9580,AUS  , TX
9581,AVL  , NC
9582,AVP  , PA
9583,AW0  , WA
9584,AXN  , MN
9585,AXS  , OK
9586,AY01 , MA
9587,AYS  , GA
9588,AZKAN, AZ
9589,AZO  , MI
9590,B1J  , FL
9591,BBW  , NE
9592,BDL  , CT
9593,BEH  , MI
9594,BFD  , PA
9595,BFF  , NE
9596,BFI  , WA
9597,BFL  , CA
9598,BFM  , AL
9599,BFT  , SC
9600,BFV9 , OK
9601,BGM  , NY
9602,BGR  , ME
9603,BHM  , AL
9604,BIE  , NE
9605,BIH  , CA
9606,BIL  , MT
9607,BIS  , ND
9608,BJI  , MN
9609,BJX  ,   
9610,BKW  , WV
9611,BKX  , SD
9612,BLH  , CA
9613,BLI  , WA
9614,BMG  , IN
9615,BMT  , TX
9616,BNA  , TN
9617,BNO  , OR
9618,BOI  , ID
9619,BOK  , OR
9620,BOS  , MA
9621,BPT  , TX
9622,BQN  , PR
9623,BRD  , MN
9624,BRO  , TX
9625,BTM  , MT
9626,BTR  , LA
9627,BTV  , VT
9628,BUF  , NY
9629,BUR  , CA
9630,BVT  , VT
9631,BWD  , TX
9632,BWI  , MD
9633,BYI  , ID
9634,BZF  , CA
9635,BZN  , MT
9636,C32  , WI
9637,C78RW, TX
9638,C85  , WI
9639,CAD  , MI
9640,CAE  , SC
9641,CBE  , MD
9642,CBK  , KS
9643,CDC  , UT
9644,CEC  , CA
9645,CFD  , TX
9646,CFS  , MI
9647,CHA  , TN
9648,CHS  , SC
9649,CIC  , CA
9650,CID  , IA
9651,CIU  , MI
9652,CJS  ,   
9653,CKB  , WV
9654,CLE  , OH
9655,CLK  , OK
9656,CLM  , WA
9657,CLT  , NC
9658,CMH  , OH
9659,CMI  , IL
9660,CMX  , MI
9661,CNE  , CO
9662,CNM  , NM
9663,CNY  , UT
9664,COD  , WY
9665,COE  , ID
9666,COS  , CO
9667,CPR  , WY
9668,CPX  , PR
9669,CRE  , SC
9670,CRP  , TX
9671,CRW  , WV
9672,CSU  , TN
9673,CTB  , MT
9674,CTW  , AZ
9675,CUN  ,   
9676,CUU  ,   
9677,CVG  , OH
9678,CVN  , NM
9679,CVO  , OR
9680,CWA  , WI
9681,CWX  , AZ
9682,CYS  , WY
9683,D018N, MA
9684,D208 , KY
9685,D462T, IN
9686,DAN  , VA
9687,DAY  , OH
9688,DDC  , KS
9689,DEC  , IL
9690,DEN  , CO
9691,DFW  , TX
9692,DHN  , AL
9693,DIA  , CO
9694,DIK  , ND
9695,DKK  , NY
9696,DLH  , MN
9697,DLL  , SC
9698,DMA  , AZ
9699,DMN  , NM
9700,DNS  , IA
9701,DNS9 , IA
9702,DNV  , IL
9703,DRO  , CO
9704,DRT  , TX
9705,DSM  , IA
9706,DTA  , UT
9707,DTL  , MN
9708,DTS  , FL
9709,DTW  , MI
9710,DUJ  , PA
9711,DVL  , ND
9712,DWI  , WI
9713,EAR  , NE
9714,EAT  , WA
9715,EAU  , WI
9716,ECP  , FL
9717,EDE  , NC
9718,EFD  , TX
9719,EGP  , TX
9720,EKA  , CA
9721,EKO  , NV
9722,ELD  , AR
9723,ELM  , NY
9724,ELP  , TX
9725,ELY  , NV
9726,EMP  , KS
9727,ENA  , AK
9728,ENV  , UT
9729,ERI  , PA
9730,ESC  , MI
9731,EUE  , NV
9732,EUG  , OR
9733,EVM  , MN
9734,EVV  , IN
9735,EVW  , WY
9736,EWN  , NC
9737,EWR  , NJ
9738,EYW  , FL
9739,F05  , TX
9740,FAI  , AK
9741,FAR  , ND
9742,FAT  , CA
9743,FCA  , MT
9744,FFM  , MN
9745,FHU  , AZ
9746,FLG  , AZ
9747,FLK  , PA
9748,FLL  , FL
9749,FLO  , SC
9750,FMN  , NM
9751,FMU  , OR
9752,FMY  , FL
9753,FNT  , MI
9754,FOD  , IA
9755,FPR  , FL
9756,FRR  , VA
9757,FSD  , SD
9758,FSM  , AK
9759,FWA  , IN
9760,FYV  , AR
9761,GBD  , KS
9762,GBG  , IL
9763,GCC  , WY
9764,GCD  , WA
9765,GCK  , KS
9766,GDL  ,   
9767,GDV  , MT
9768,GEG  , WA
9769,GFK  , ND
9770,GFL  , NY
9771,GGG  , TX
9772,GGW  , MT
9773,GJT  , CO
9774,GLB  , AZ
9775,GLD  , KS
9776,GLH  , MS
9777,GLR  , MI
9778,GNF  , CA
9779,GNT  , NM
9780,GNV  , FL
9781,GOL9 , OR
9782,GPT  , MS
9783,GPZ  , MN
9784,GRB  , WI
9785,GRI  , NE
9786,GRR  , MI
9787,GSO  , NC
9788,GSP  , SC
9789,GTF  , MT
9790,GTP  , OR
9791,GTR  , MS
9792,GTR9 , MS
9793,GUP  , NM
9794,GUS  , IN
9795,GUY  , OK
9796,GWO  , MS
9797,HBK  , AZ
9798,HDN  , CO
9799,HES  , OR
9800,HEZ  , MS
9801,HEZ9 , MS
9802,HHH  , SC
9803,HIB  , MN
9804,HII  , AZ
9805,HIO  , OR
9806,HLN  , MT
9807,HMO  ,   
9808,HNL  , HI
9809,HNM  , HI
9810,HOB  , NM
9811,HOM  , AK
9812,HON  , SD
9813,HOU  , TX
9814,HRI  , OR
9815,HRL  , TX
9816,HSI  , NE
9817,HSV  , AL
9818,HTL  , MI
9819,HTS  , WV
9820,HUJ  , OK
9821,HUN  , MD
9822,HUT  , KS
9823,HVR  , MT
9824,HYA  , MA
9825,HYS  , KS
9826,IAD  , VA
9827,IAH  , TX
9828,ICR  , SD
9829,ICS  , ID
9830,ICT  , KS
9831,IDA  , ID
9832,IDH  , ID
9833,IFP  , AZ
9834,IGM  , AZ
9835,IKK  , IL
9836,IKV  , IA
9837,ILG  , DE
9838,ILL  , MN
9839,ILM  , NC
9840,IMT  , MI
9841,IND  , IN
9842,INL  , MN
9843,IPL  , AZ
9844,IPT  , PA
9845,IRK  , MO
9846,ISN  , ND
9847,ISO  , NC
9848,ITH  , NY
9849,ITO  , HI
9850,IWD  , MI
9851,IYK  , CA
9852,JAC  , WY
9853,JAN  , MS
9854,JAX  , FL
9855,JFK  , NY
9856,JFZ  , VA
9857,JHM  , HI
9858,JLN  , MO
9859,JMS  , ND
9860,JNU  , AK
9861,JST  , PA
9862,JVY  , IN
9863,KOA  , HI
9864,KTN  , AK
9865,LAA  , CO
9866,LAN  , MI
9867,LAR  , WY
9868,LAS  , NV
9869,LAW  , OK
9870,LAX  , CA
9871,LBB  , TX
9872,LBF  , NE
9873,LBX  , TX
9874,LCH  , LA
9875,LCK  , OH
9876,LCR  , NM
9877,LDM  , MI
9878,LEB  , NH
9879,LEW  , ME
9880,LEX  , KY
9881,LFK  , TX
9882,LFT  , LA
9883,LGB  , CA
9884,LGD  , OR
9885,LGU  , UT
9886,LHU  , AZ
9887,LIH  , HI
9888,LIT  , AR
9889,LLJ  , ID
9890,LMT  , OR
9891,LNK  , NE
9892,LNY  , HI
9893,LOZ  , KY
9894,LRD  , TX
9895,LRU  , NM
9896,LSE  , WI
9897,LUP  , HI
9898,LVK  , CA
9899,LVS  , NM
9900,LWS  , ID
9901,LWT  , MT
9902,MAF  , TX
9903,MAZ  , PR
9904,MBG  , SD
9905,MBL  , MI
9906,MBS  , MI
9907,MCB9 , MS
9908,MCE  , CA
9909,MCI  , MO
9910,MCK  , NE
9911,MCO  , FL
9912,MCW  , IA
9913,MDT  , PA
9914,MDW  , IL
9915,MEI9 , MS
9916,MEM  , TN
9917,MER  , OR
9918,MEX  ,   
9919,MFE  , TX
9920,MFR  , OR
9921,MGM  , AL
9922,MGW  , WV
9923,MHE  , SD
9924,MHK  , KS
9925,MHR  , CA
9926,MHT  , NH
9927,MHV  , CA
9928,MIA  , FL
9929,MID  ,   
9930,MIE  , IN
9931,MKC  , KS
9932,MKE  , WI
9933,MKG  , MI
9934,MKK  , HI
9935,MKL  , TN
9936,MKT  , MN
9937,MLB  , FL
9938,MLC  , OK
9939,MLI  , IL
9940,MLK  , MT
9941,MLS  , MT
9942,MLT  , ME
9943,MLU  , LA
9944,MML  , MN
9945,MNM  , MI
9946,MNN  , OH
9947,MOB  , AL
9948,MOD  , CA
9949,MOT  , ND
9950,MPV  , VT
9951,MQI  , NC
9952,MQT  , MI
9953,MQY  , TN
9954,MRJ  , WI
9955,MRY  , CA
9956,MSD  , MN
9957,MSN  , WI
9958,MSO  , MT
9959,MSP  , MN
9960,MSS  , NY
9961,MSV  , NY
9962,MSY  , LA
9963,MTJ  , CO
9964,MTY  ,   
9965,MVC  , AL
9966,MVY  , MA
9967,MWA  , IL
9968,MWH  , WA
9969,MYF  , CA
9970,MYL  , ID
9971,MYR  , SC
9972,MYV  , CA
9973,N66  , NY
9974,NA3  , ON
9975,NB9  , ON
9976,NLN  , CA
9977,NOG  ,   
9978,NSL  , MN
9979,NVN  , CA
9980,NYC  , NY
9981,NYL  , AZ
9982,NZ3  , ON
9983,O00  , CA
9984,O04  , NV
9985,O17  , CA
9986,O51  , CA
9987,OAJ  , NC
9988,OAK  , CA
9989,ODC  , CA
9990,OFK  , NE
9991,OGG  , HI
9992,OKC  , OK
9993,OLF  , MT
9994,OLM  , WA
9995,OLS  , AZ
9996,OLS9 , AZ
9997,OLU  , NE
9998,OMA  , NE
9999,OMK  , WA
10000,ONA  , MN
10001,ONL  , NE
10002,ONP  , OR
10003,ONT  , CA
10004,ORD  , IL
10005,ORF  , VA
10006,ORL  , FL
10007,OSH  , WI
10008,OTH  , OR
10009,OTK  , OR
10010,OXA  , CA
10011,OXR  , CA
10012,OYY  , OH
10013,P14  , AZ
10014,PAE  , WA
10015,PBG  , NY
10016,PBI  , FL
10017,PC40 , ON
10018,PDT  , OR
10019,PDX  , OR
10020,PFN  , FL
10021,PHL  , PA
10022,PHX  , AZ
10023,PIA  , IL
10024,PIB  , MS
10025,PIE  , FL
10026,PIH  , ID
10027,PIR  , SD
10028,PIT  , PA
10029,PJB  , AZ
10030,PK5  , ON
10031,PKB  , WV
10032,PKD  , MN
10033,PLB  , NY
10034,PLN  , MI
10035,PLN9 , MI
10036,PN4  , ON
10037,PNC  , OK
10038,PNS  , FL
10039,POF  , MO
10040,POU  , NY
10041,PPA  , TX
10042,PQI  , ME
10043,PRC  , AZ
10044,PSC  , WA
10045,PSM  , NH
10046,PSN  , TX
10047,PSP  , CA
10048,PTD  , NY
10049,PTK  , MI
10050,PUB  , CO
10051,PUC  , UT
10052,PUW  , WA
10053,PVD  , RI
10054,PVD9 , RI
10055,PWG  , TX
10056,PWM  , ME
10057,PWT  , WA
10058,PWT9 , WA
10059,PYS  , CA
10060,Q42  , NM
10061,Q65  , NM
10062,Q67  , CA
10063,Q78  , CA
10064,QRO  ,   
10065,RAP  , SD
10066,RBG  , OR
10067,RBL  , CA
10068,RDD  , CA
10069,RDM  , OR
10070,RDU  , NC
10071,RFD  , IL
10072,RHI  , WI
10073,RIC  , VA
10074,RIE  , WI
10075,RIL  , CO
10076,RIV  , CA
10077,RIW  , WY
10078,RKD  , ME
10079,RKS  , WY
10080,RMY  , CA
10081,RNO  , NV
10082,ROA  , VA
10083,ROC  , NY
10084,ROF  , CA
10085,ROW  , NM
10086,RST  , MN
10087,RSW  , FL
10088,RUM  , TX
10089,RUT  , ME
10090,RVL  , PA
10091,RVR  , UT
10092,RWL  , WY
10093,RXE  , ID
10094,S011S, MA
10095,S011T, MA
10096,S016D, MA
10097,S016L, MA
10098,S016N, MA
10099,S016S, MA
10100,S018D, MA
10101,S018L, MA
10102,S018N, MA
10103,S019T, MA
10104,S01WT, MA
10105,S020T, MA
10106,S021S, MA
10107,S021T, MA
10108,S022S, MA
10109,S023T, MA
10110,S024T, MA
10111,S025S, MA
10112,S025T, MA
10113,S026S, MA
10114,S026T, MA
10115,S029D, RI
10116,S029L, RI
10117,S029N, RI
10118,S02KT, MA
10119,S02ST, MA
10120,S03  , OR
10121,S030S, NH
10122,S030T, NH
10123,S031T, NH
10124,S038T, NH
10125,S039D, NH
10126,S039N, NH
10127,S039S, NH
10128,S039T, NH
10129,S041T, ME
10130,S044N, ME
10131,S044S, ME
10132,S060A, CT
10133,S060D, CT
10134,S060N, CT
10135,S060S, CT
10136,S060T, CT
10137,S061D, CT
10138,S061L, CT
10139,S061N, CT
10140,S061S, CT
10141,S063T, CT
10142,S065T, CT
10143,S066D, CT
10144,S066L, CT
10145,S066N, CT
10146,S067L, CT
10147,S067N, CT
10148,S068N, CT
10149,S068T, CT
10150,S069T, CT
10151,S06DT, CT
10152,S07  , OR
10153,S070A, NJ
10154,S070D, NJ
10155,S070L, NJ
10156,S070M, NJ
10157,S070N, NJ
10158,S070S, NJ
10159,S071T, NJ
10160,S072S, NJ
10161,S074D, NJ
10162,S074L, NJ
10163,S074N, NJ
10164,S075D, NJ
10165,S075L, NJ
10166,S075N, NJ
10167,S077T, NJ
10168,S078D, NJ
10169,S078L, NJ
10170,S079D, NJ
10171,S079L, NJ
10172,S079N, NJ
10173,S081D, NJ
10174,S081L, NJ
10175,S081N, NJ
10176,S081S, NJ
10177,S086T, NJ
10178,S087T, NJ
10179,S088D, NJ
10180,S088N, NJ
10181,S088T, NJ
10182,S089D, NJ
10183,S089L, NJ
10184,S089N, NJ
10185,S100L, NY
10186,S100N, NY
10187,S100S, NY
10188,S101T, NY
10189,S102T, NY
10190,S103T, NY
10191,S104T, NY
10192,S105T, NY
10193,S106T, NY
10194,S108N, NY
10195,S108T, NY
10196,S109T, NY
10197,S111D, NY
10198,S111L, NY
10199,S111N, NY
10200,S111T, NY
10201,S112T, NY
10202,S114S, NY
10203,S114T, NY
10204,S115D, NY
10205,S115L, NY
10206,S115N, NY
10207,S116T, NY
10208,S117T, NY
10209,S118L, NY
10210,S122D, NY
10211,S122L, NY
10212,S122N, NY
10213,S122S, NY
10214,S122T, NY
10215,S125S, NY
10216,S125T, NY
10217,S128D, NY
10218,S12WT, NY
10219,S132D, NY
10220,S132L, NY
10221,S132N, NY
10222,S132S, NY
10223,S142D, NY
10224,S142L, NY
10225,S142N, NY
10226,S142S, NY
10227,S144T, NY
10228,S150A, PA
10229,S150S, PA
10230,S151T, PA
10231,S152T, PA
10232,S153T, PA
10233,S156A, PA
10234,S156D, PA
10235,S156L, PA
10236,S156N, PA
10237,S156S, PA
10238,S160T, PA
10239,S168D, PA
10240,S168L, PA
10241,S168N, PA
10242,S168T, PA
10243,S170S, PA
10244,S170T, PA
10245,S171A, PA
10246,S171D, PA
10247,S171L, PA
10248,S171N, PA
10249,S171S, PA
10250,S175A, PA
10251,S175D, PA
10252,S175L, PA
10253,S175N, PA
10254,S176N, PA
10255,S176T, PA
10256,S180A, PA
10257,S180D, PA
10258,S180N, PA
10259,S180S, PA
10260,S180T, PA
10261,S181D, PA
10262,S181L, PA
10263,S181T, PA
10264,S182A, PA
10265,S182D, PA
10266,S182N, PA
10267,S182S, PA
10268,S182T, PA
10269,S18ET, PA
10270,S190D, PA
10271,S190L, PA
10272,S190N, PA
10273,S190S, PA
10274,S191D, PA
10275,S191L, PA
10276,S191N, PA
10277,S191S, PA
10278,S193L, PA
10279,S194A, PA
10280,S194D, PA
10281,S194L, PA
10282,S194N, PA
10283,S196T, PA
10284,S197T, DE
10285,S201D, MD
10286,S201T, MD
10287,S203T, MD
10288,S204A, MD
10289,S204D, MD
10290,S204N, MD
10291,S204S, MD
10292,S204T, MD
10293,S205T, MD
10294,S207D, MD
10295,S207L, MD
10296,S207N, MD
10297,S207S, MD
10298,S211D, MD
10299,S211T, MD
10300,S212D, MD
10301,S212L, MD
10302,S212N, MD
10303,S212S, MD
10304,S212T, MD
10305,S213S, MD
10306,S217T, MD
10307,S220D, VA
10308,S220T, VA
10309,S221S, VA
10310,S222T, PA
10311,S224T, VA
10312,S229N, VA
10313,S229T, VA
10314,S22CT, VA
10315,S22FT, VA
10316,S230S, VA
10317,S230T, VA
10318,S232D, VA
10319,S232L, VA
10320,S232N, VA
10321,S234T, VA
10322,S235S, VA
10323,S235T, PA
10324,S236T, VA
10325,S23ST, VA
10326,S240D, VA
10327,S240L, VA
10328,S240N, VA
10329,S240S, VA
10330,S241S, VA
10331,S251S, WV
10332,S253N, WV
10333,S253S, WV
10334,S258S, WV
10335,S267S, MD
10336,S271S, NC
10337,S271T, NC
10338,S274D, NC
10339,S274L, NC
10340,S274N, NC
10341,S274S, NC
10342,S275T, NC
10343,S276D, NC
10344,S276L, NC
10345,S276N, NC
10346,S276T, NC
10347,S277S, NC
10348,S27HD, NC
10349,S27HN, NC
10350,S27HT, NC
10351,S280S, NC
10352,S281T, NC
10353,S282D, NC
10354,S282L, NC
10355,S283P, NC
10356,S286N, NC
10357,S288S, NC
10358,S291D, SC
10359,S291L, SC
10360,S291N, SC
10361,S291S, SC
10362,S292D, SC
10363,S292N, SC
10364,S292S, SC
10365,S293D, SC
10366,S293L, SC
10367,S294T, SC
10368,S295T, SC
10369,S296T, SC
10370,S297T, SC
10371,S29ST, SC
10372,S300D, GA
10373,S300L, GA
10374,S300N, GA
10375,S300S, GA
10376,S301A, GA
10377,S301N, GA
10378,S301T, GA
10379,S302S, GA
10380,S302T, GA
10381,S303D, GA
10382,S303L, GA
10383,S303N, GA
10384,S303S, GA
10385,S305L, GA
10386,S305N, GA
10387,S305T, GA
