CC,SLIC,SORT,CAP,SPAN,STRT,SLIC_State,Facility Latitude,Facility Longitude
US,8701,L,2158,328,1700, NM,36.0142,-106.9647
US,8701,P,1533,403,400, NM,36.0142,-106.9647
US,8711,A,1089999,150,900, NM,35.1024,-106.6581
US,8711,L,6287,328,1700, NM,35.1024,-106.6581
US,8711,P,6000,403,400, NM,35.1024,-106.6581
US,8719,D,58000,478,1100, NM,35.1239,-106.6174
US,8719,N,58000,403,2200, NM,35.1239,-106.6174
US,8719,P,3734,403,400, NM,35.1239,-106.6174
US,8719,S,58000,403,300, NM,35.1239,-106.6174
US,8719,T,58000,403,1700, NM,35.1239,-106.6174
US,8729,S,1980,403,300, NM,35.0293,-106.629
US,8729,T,1980,403,1700, NM,35.0293,-106.629
US,8751,L,5513,328,1700, NM,36.0106,-106.0885
US,8751,P,2350,403,400, NM,36.0106,-106.0885
US,8771,L,3638,328,1700, NM,35.5983,-105.2253
US,8771,P,1740,403,400, NM,35.5983,-105.2253
US,8801,L,2577,328,1700, NM,32.7775,-108.2739
US,8801,P,1770,403,400, NM,32.7775,-108.2739
US,8802,L,3079,328,1700, NM,32.2697,-107.7611
US,8802,P,1712,403,400, NM,32.2697,-107.7611
US,8821,L,6907,328,1700, NM,32.4376,-104.2541
US,8821,P,1413,403,400, NM,32.4376,-104.2541
US,8822,L,2667,328,1700, NM,32.7065,-103.132
US,8822,P,1500,403,400, NM,32.7065,-103.132
US,8909,L,14707,328,1700, NV,36.0606,-115.1574
US,8909,P,10584,403,400, NV,36.0606,-115.1574
US,8919,L,12942,328,1700, NV,36.1785,-115.1607
US,8919,P,10300,403,400, NV,36.1785,-115.1607
US,8939,L,2068,328,1700, OR,45.3255,-118.0803
US,8939,P,1845,403,400, OR,45.3255,-118.0803
US,8939,S,99999,403,300, OR,45.3255,-118.0803
US,8941,L,5415,328,1700, NV,39.4893,-118.8542
US,8941,P,1908,403,400, NV,39.4893,-118.8542
US,8941,S,95000,403,300, NV,39.4893,-118.8542
US,8944,L,940000,328,1700, NV,40.9605,-117.7466
US,8951,L,910000,328,1700, NV,39.4893,-118.8542
US,8959,D,81000,478,1100, NV,39.5328,-119.7573
US,8959,P,1019999,403,400, NV,39.5328,-119.7573
US,8959,S,81000,403,300, NV,39.5328,-119.7573
US,8959,T,81000,403,1700, NV,39.5328,-119.7573
US,8971,L,1029999,328,1700, NV,39.5328,-119.7573
US,8979,T,2040,403,1700, NV,39.5103,-119.7777
US,9003,L,4409,328,1700, CA,34.0526,-118.4314
US,9003,P,1700,403,400, CA,34.0526,-118.4314
US,9009,P,24941,403,400, CA,34.0469,-118.2691
US,9009,T,20000,403,1700, CA,34.0469,-118.2691
US,9019,N,39000,403,2200, CA,34.0667,-118.2211
US,9019,P,29666,403,400, CA,34.0667,-118.2211
US,9019,T,39000,403,1700, CA,34.0667,-118.2211
US,9029,D,135000,478,1100, CA,34.0101,-118.2052
US,9029,N,135000,403,2200, CA,34.0101,-118.2052
US,9029,S,49992,403,300, CA,34.0101,-118.2052
US,9029,T,135000,403,1700, CA,34.0101,-118.2052
US,9069,N,72000,403,2200, CA,33.8823,-118.0516
US,9069,P,43978,403,400, CA,33.8823,-118.0516
US,9069,T,72000,403,1700, CA,33.8823,-118.0516
US,9072,S,760000,403,300, CA,16.9719,-59.19135
US,9089,P,12603,403,400, CA,33.8757,-118.3091
US,9089,T,34000,403,1700, CA,33.8757,-118.3091
US,9132,L,8253,328,1700, CA,34.2,-118.9238
US,9132,P,11453,403,400, CA,34.2,-118.9238
US,9139,N,43000,403,2200, CA,34.296,-118.41
US,9139,P,17435,403,400, CA,34.296,-118.41
US,9139,T,43000,403,1700, CA,34.296,-118.41
US,9141,L,770000,328,1700, CA,34.1945,-118.3611
US,9149,P,19903,403,400, CA,34.2138,-118.4815
US,9149,T,23192,403,1700, CA,34.2138,-118.4815
US,9151,L,1129999,328,1700, CA,0.0,0.0
US,9169,D,28049,478,1100, CA,34.0484,-117.5861
US,9169,M,144000,400,600, CA,34.0484,-117.5861
US,9169,N,57204,403,2200, CA,34.0484,-117.5861
US,9169,P,39452,403,400, CA,34.0484,-117.5861
US,9169,S,38029,403,300, CA,34.0484,-117.5861
US,9169,T,144000,403,1700, CA,34.0484,-117.5861
US,9179,P,32632,403,400, CA,34.0648,-117.98449999999998
US,9179,T,49000,403,1700, CA,34.0648,-117.98449999999998
US,9209,P,15389,403,400, CA,33.1419,-117.1856
US,9209,T,20000,403,1700, CA,33.1419,-117.1856
US,9219,P,18403,403,400, CA,32.8291,-117.1514
US,9219,T,37000,403,1700, CA,32.8291,-117.1514
US,9221,L,4554,328,1700, CA,32.7926,-115.5762
US,9221,P,1840,403,400, CA,32.7926,-115.5762
US,9222,L,2138,328,1700, CA,33.6113,-114.6099
US,9222,P,1070,403,400, CA,33.6113,-114.6099
US,9223,L,5382,328,1700, CA,34.1164,-116.4576
US,9223,P,2160,403,400, CA,34.1164,-116.4576
US,9231,L,3726,328,1700, CA,33.7535,-117.1805
US,9231,P,5330,403,400, CA,33.7535,-117.1805
US,9232,L,2429,328,1700, CA,34.8832,-116.9825
US,9232,P,1000,403,400, CA,34.8832,-116.9825
US,9234,L,4632,328,1700, CA,34.4749,-117.2831
US,9234,P,3000,403,400, CA,34.4749,-117.2831
US,9259,L,10493,328,1700, CA,32.6549,-116.9684
US,9259,P,19961,403,400, CA,32.6549,-116.9684
US,9259,S,124999,403,300, CA,32.6549,-116.9684
US,9269,P,21612,403,400, CA,33.5918,-117.7292
US,9269,T,44819,403,1700, CA,33.5918,-117.7292
US,9279,P,24967,403,400, CA,33.814,-117.8935
US,9279,T,47435,403,1700, CA,33.814,-117.8935
US,9341,L,5149,328,1700, CA,34.9187,-120.4391
US,9341,P,3800,403,400, CA,34.9187,-120.4391
US,9351,L,1752,328,1700, CA,35.6223,-117.6843
US,9351,P,1600,403,400, CA,35.6223,-117.6843
US,9352,L,3452,328,1700, CA,37.3757,-118.4541
US,9352,P,840000,403,400, CA,37.3757,-118.4541
US,9353,L,2592,328,1700, CA,35.0552,-118.1563
US,9353,P,1675,403,400, CA,35.0552,-118.1563
US,9379,P,20665,403,400, CA,36.7647,-119.8296
US,9379,T,31000,403,1700, CA,36.7647,-119.8296
US,9391,L,2171,328,1700, CA,36.5747,-121.8102
US,9391,P,4480,403,400, CA,36.5747,-121.8102
US,9409,P,25354,403,400, CA,37.4062,-121.9906
US,9409,T,20000,403,1700, CA,37.4062,-121.9906
US,9411,P,1149999,403,400, CA,37.7645,-122.40569999999998
US,9419,P,26877,403,400, CA,37.7645,-122.4057
US,9419,T,36915,403,1700, CA,37.7645,-122.4057
US,9444,L,2732,328,1700, CA,38.2494,-122.2741
US,9444,P,2500,403,400, CA,38.2494,-122.2741
US,9449,N,29817,403,2200, CA,37.6591,-122.3825
US,9449,P,11054,403,400, CA,37.6591,-122.3825
US,9449,T,42987,403,1700, CA,37.6591,-122.3825
US,9452,L,2259,328,1700, CA,37.9985,-122.0494
US,9452,P,6080,403,400, CA,37.9985,-122.0494
US,9453,L,2597,328,1700, CA,38.2094,-122.1416
US,9453,P,4280,403,400, CA,38.2094,-122.1416
US,9459,L,7194,328,1700, CA,37.7721,-121.9708
US,9459,P,9116,403,400, CA,37.7721,-121.9708
US,9469,N,35000,403,2200, CA,37.8052,-122.311
US,9469,P,11516,403,400, CA,37.8052,-122.311
US,9469,T,35000,403,1700, CA,37.8052,-122.311
US,9472,L,3680,328,1700, CA,18.96885,-60.84815
US,9472,P,1600,403,400, CA,18.96885,-60.84815
US,9479,S,15485,403,300, CA,37.7149,-122.2145
US,9479,T,20066,403,1700, CA,37.7149,-122.2145
US,9489,D,64000,478,1100, CA,37.9955,-122.3503
US,9489,N,64000,403,2200, CA,37.9955,-122.3503
US,9489,P,9706,403,400, CA,37.9955,-122.3503
US,9489,T,64000,403,1700, CA,37.9955,-122.3503
US,9491,P,6038,403,400, CA,38.2275,-122.5885
US,9499,L,5178,328,1700, CA,38.2275,-122.5885
US,9499,P,9555,403,400, CA,38.2275,-122.5885
US,9519,P,12334,403,400, CA,37.3092,-121.8604
US,9519,T,14024,403,1700, CA,37.3092,-121.8604
US,9531,L,7025,328,1700, CA,37.2839,-120.4874
US,9531,P,3075,403,400, CA,37.2839,-120.4874
US,9532,L,4800,328,1700, CA,38.0511,-120.5313
US,9532,P,1520,403,400, CA,38.0511,-120.5313
US,9545,L,3570,328,1700, CA,39.037,-122.9302
US,9545,P,1129,403,400, CA,39.037,-122.9302
US,9546,L,3296,328,1700, CA,39.4072,-123.8095
US,9546,P,996,403,400, CA,39.4072,-123.8095
US,9549,L,5087,328,1700, CA,39.1394,-123.2023
US,9549,P,1780,403,400, CA,39.1394,-123.2023
US,9551,P,1099999,403,400, CA,31.35105,-93.1059
US,9556,L,5770,328,1700, CA,38.5663,-121.3297
US,9556,P,9300,403,400, CA,38.5663,-121.3297
US,9559,L,4137,328,1700, CA,41.8014,-124.1412
US,9559,P,3760,403,400, CA,41.8014,-124.1412
US,9569,S,1840,403,300, CA,38.5584,-121.3089
US,9569,T,2220,403,1700, CA,38.5584,-121.3089
US,9571,L,6070,328,1700, CA,38.9062,-120.0112
US,9571,P,1642,403,400, CA,38.9062,-120.0112
US,9579,L,3907,328,1700, CA,38.7994,-121.223
US,9579,P,13090,403,400, CA,38.7994,-121.223
US,9589,D,31000,478,1100, CA,38.5715,-121.5462
US,9589,N,31000,403,2200, CA,38.5715,-121.5462
US,9589,P,9794,403,400, CA,38.5715,-121.5462
US,9589,T,31000,403,1700, CA,38.5715,-121.5462
US,9591,L,4583,328,1700, CA,39.7075,-121.8182
US,9591,P,7125,403,400, CA,39.7075,-121.8182
US,9592,L,1855,328,1700, CA,39.9273,-120.92109999999998
US,9592,P,1659,403,400, CA,39.9273,-120.92109999999998
US,9593,L,6390,328,1700, CA,39.2192,-121.0136
US,9593,P,2025,403,400, CA,39.2192,-121.0136
US,9601,L,3655,328,1700, CA,41.7113,-122.6472
US,9601,P,2060,403,400, CA,41.7113,-122.6472
US,9603,P,1239999,403,400, CA,31.11525,-90.407475
US,9604,P,1069999,403,400, CA,31.11525,-90.407475
US,9609,P,2940,403,400, CA,41.487,-120.5433
US,9609,T,3994,403,1700, CA,41.487,-120.5433
US,9611,P,1239999,403,400, CA,41.487,-120.5433
US,9629,L,7282,328,1700, OR,42.2462,-121.7931
US,9629,S,99999,403,300, OR,42.2462,-121.7931
US,9682,L,6353,328,1700, HI,6.964766666666668,-52.14636666666666
US,9682,P,1070,403,400, HI,6.964766666666668,-52.14636666666666
US,9683,L,2509,328,1700, HI,19.7249,-155.0886
US,9683,P,1240,403,400, HI,19.7249,-155.0886
US,9684,L,3410,328,1700, HI,21.9815,-159.3479
US,9684,P,1010,403,400, HI,21.9815,-159.3479
US,9689,N,1179999,403,2200, HI,21.3213,-157.9122
US,9689,P,15027,403,400, HI,21.3213,-157.9122
US,9701,L,5097,328,1700, OR,45.603,-121.1835
US,9701,P,2725,403,400, OR,45.603,-121.1835
US,9709,P,11394,403,400, OR,45.3791,-122.786
US,9709,T,20000,403,1700, OR,45.3791,-122.786
US,9711,L,2178,328,1700, OR,45.4269,-123.8083
US,9711,P,1708,403,400, OR,45.4269,-123.8083
US,9719,S,23625,403,300, OR,45.5841,-122.6064
US,9719,T,17713,403,1700, OR,45.5841,-122.6064
US,9729,D,86000,478,1100, OR,45.5714,-122.7174
US,9729,L,52657,328,1700, OR,45.5714,-122.7174
US,9729,M,1059999,400,600, OR,45.5714,-122.7174
US,9729,N,86000,403,2200, OR,45.5714,-122.7174
US,9729,P,28686,403,400, OR,45.5714,-122.7174
US,9729,T,86000,403,1700, OR,45.5714,-122.7174
US,9731,L,5739,328,1700, OR,44.6361,-123.0904
US,9731,P,2940,403,400, OR,44.6361,-123.0904
US,9732,L,4480,328,1700, OR,44.6917,-124.0612
US,9732,P,1690,403,400, OR,44.6917,-124.0612
US,9741,L,1139999,328,1700, OR,43.1488,-123.374
US,9742,L,5071,328,1700, OR,34.73192,-99.39744
US,9742,P,2450,403,400, OR,34.73192,-99.39744
US,9744,L,1965,328,1700, OR,42.0423,-124.2557
US,9744,P,1627,403,400, OR,42.0423,-124.2557
US,9745,L,2261,328,1700, OR,44.0507,-124.0983
US,9745,P,1081,403,400, OR,44.0507,-124.0983
US,9749,N,20000,403,2200, OR,43.1488,-123.374
US,9749,P,7200,403,400, OR,43.1488,-123.374
US,9749,T,20000,403,1700, OR,43.1488,-123.374
US,9751,L,5426,328,1700, OR,42.4376,-123.2882
US,9751,P,2100,403,400, OR,42.4376,-123.2882
US,9769,L,4108,328,1700, OR,44.0405,-123.0317
US,9769,P,4920,403,400, OR,44.0405,-123.0317
US,9771,L,3717,328,1700, OR,43.5907,-119.0551
US,9771,P,1521,403,400, OR,43.5907,-119.0551
US,9779,L,3534,328,1700, OR,44.4194,-118.9645
US,9779,P,1373,403,400, OR,44.4194,-118.9645
US,9779,S,116999,403,300, OR,44.4194,-118.9645
US,9781,L,2460,328,1700, OR,44.7898,-117.8096
US,9781,P,1718,403,400, OR,44.7898,-117.8096
US,9784,L,1215,328,1700, OR,45.4181,-117.2819
US,9784,P,1281,403,400, OR,45.4181,-117.2819
US,9789,N,20000,403,2200, OR,45.8349,-119.3361
US,9789,P,3480,403,400, OR,45.8349,-119.3361
US,9789,S,1099999,403,300, OR,45.8349,-119.3361
US,9789,T,20000,403,1700, OR,45.8349,-119.3361
US,9799,L,6242,328,1700, OR,44.0593,-122.9886
US,9799,P,2500,403,400, OR,44.0593,-122.9886
US,9809,L,14085,328,1700, WA,47.4516,-122.2544
US,9809,P,7920,403,400, WA,47.4516,-122.2544
US,9816,L,840000,328,1700, WA,47.82040000000001,-122.192275
US,9819,P,13242,403,400, WA,47.5633,-122.324
US,9819,T,26219,403,1700, WA,47.5633,-122.324
US,9821,L,4861,328,1700, WA,48.4555,-122.3269
US,9821,P,2625,403,400, WA,48.4555,-122.3269
US,9822,L,5274,328,1700, WA,48.7861,-122.4466
US,9822,P,4200,403,400, WA,48.7861,-122.4466
US,9823,L,4941,328,1700, WA,48.2545,-122.1374
US,9823,P,2450,403,400, WA,48.2545,-122.1374
US,9829,N,35000,403,2200, WA,47.6754,-122.1019
US,9829,P,9047,403,400, WA,47.6754,-122.1019
US,9829,T,35000,403,1700, WA,47.6754,-122.1019
US,9831,L,4207,328,1700, WA,47.5545,-122.7029
US,9831,P,3735,403,400, WA,47.5545,-122.7029
US,9832,L,2533,328,1700, WA,48.0495,-122.82160000000002
US,9832,P,1299,403,400, WA,48.0495,-122.82160000000002
US,9835,P,980000,403,400, WA,48.4555,-122.3269
US,9839,S,4590,403,300, WA,47.5332,-122.2983
US,9839,T,4482,403,1700, WA,47.5332,-122.2983
US,9849,L,3501,328,1700, WA,47.2391,-122.3623
US,9849,P,9440,403,400, WA,47.2391,-122.3623
US,9851,L,4243,328,1700, WA,46.9981,-123.4464
US,9851,P,2575,403,400, WA,46.9981,-123.4464
US,9852,L,5234,328,1700, WA,46.6124,-122.9185
US,9852,P,1660,403,400, WA,46.6124,-122.9185
US,9859,L,3585,328,1700, WA,47.9074,-122.2465
US,9859,P,4500,403,400, WA,47.9074,-122.2465
US,9859,S,950000,403,300, WA,47.9074,-122.2465
US,9876,P,770000,403,400, WA,47.2553,-122.2525
US,9879,L,5594,328,1700, WA,45.6703,-122.6364
US,9879,P,5850,403,400, WA,45.6703,-122.6364
US,9882,L,3398,328,1700, WA,48.2829,-119.7048
US,9882,P,1379,403,400, WA,48.2829,-119.7048
US,9889,L,5286,328,1700, WA,47.1138,-119.2965
US,9889,N,20000,403,2200, WA,47.1138,-119.2965
US,9889,P,1105,403,400, WA,47.1138,-119.2965
US,9891,L,2820,328,1700, WA,46.9935,-120.5497
US,9891,P,1144,403,400, WA,46.9935,-120.5497
US,9899,L,4897,328,1700, WA,47.2553,-122.2525
US,9899,P,6590,403,400, WA,47.2553,-122.2525
US,9911,L,3788,328,1700, WA,48.5389,-117.9083
US,9911,P,3050,403,400, WA,48.5389,-117.9083
US,9913,L,2197,328,1700, WA,47.9403,-119.0054
US,9913,P,1484,403,400, WA,47.9403,-119.0054
US,9929,D,44000,478,1100, WA,47.6659,-117.3121
US,9929,N,44000,403,2200, WA,47.6659,-117.3121
US,9929,P,11801,403,400, WA,47.6659,-117.3121
US,9929,S,870000,403,300, WA,47.6659,-117.3121
US,9929,T,44000,403,1700, WA,47.6659,-117.3121
US,9931,L,3506,328,1700, WA,46.0945,-118.2741
US,9931,P,1710,403,400, WA,46.0945,-118.2741
US,9939,S,780000,403,300, WA,46.563,-120.4813
US,9949,S,2325,403,300, WA,47.6291,-117.5162
US,9949,T,2250,403,1700, WA,47.6291,-117.5162
US,9954,P,940000,403,400, AK,61.1943,-150.0046
US,9961,L,2140,328,1700, AK,60.5578,-151.2568
US,9961,P,1270,403,400, AK,60.5578,-151.2568
US,9962,L,4628,328,1700, AK,58.3585,-134.5857
US,9962,P,1800,403,400, AK,58.3585,-134.5857
US,9963,P,1159999,403,400, AK,61.1943,-150.0046
US,9964,L,4371,328,1700, AK,36.900533333333335,-87.78513333333332
US,9964,P,1359,403,400, AK,36.900533333333335,-87.78513333333332
US,9965,L,1039999,328,1700, AK,57.7652,-152.5141
US,9965,P,900000,403,400, AK,57.7652,-152.5141
US,9966,L,820000,328,1700, AK,11.92776,-30.300940000000004
US,9966,P,1099999,403,400, AK,11.92776,-30.300940000000004
US,9967,L,1069999,328,1700, AK,9.5087,-22.55715
US,9967,P,1099999,403,400, AK,9.5087,-22.55715
US,9969,D,20000,478,1100, AK,61.1943,-150.0046
US,9969,M,1249999,400,600, AK,61.1943,-150.0046
US,9969,N,20000,403,2200, AK,61.1943,-150.0046
US,9969,S,20000,403,300, AK,61.1943,-150.0046
US,9969,T,20000,403,1700, AK,61.1943,-150.0046
